slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
irmik-helvasi,İrmik Helvası,TATLI,tatlilar,tr,3,3,few-steps,İrmik 2 su bardağı | Tereyağı 125 gr | Süt 2 su bardağı | Şeker 1.5 su bardağı | Çam fıstığı 2 yemek kaşığı,1. Süt ve şekeri küçük tencerede ısıtıp şekeri eritin. || 2. Tereyağında irmik ve çam fıstığını 15 dakika kavurun. || 3. Sütlü karışımı ekleyip kapağı kapalı şekilde 10 dakika dinlendirin.
hatay-kaytaz-boregi,Hatay Kaytaz Böreği,YEMEK,hamur-isleri,tr,3,3,few-steps,Un 500 gr | Maya 10 gr | Dana kıyma 400 gr | Nar ekşisi 2 yemek kaşığı,"1. Mayalı hamuru yoğurup 35 dakika dinlendirin. || 2. Kıyma, soğan ve nar ekşisiyle iç hazırlayın. || 3. Hamurları içle kaplayıp 200°C fırında 25 dakika pişirin."
dakgalbi,Dakgalbi,YEMEK,tavuk-yemekleri,kr,3,3,few-steps,Tavuk but eti 700 gr | Lahana 300 gr | Pirinç keki 250 gr | Gochujang 3 yemek kaşığı | Soya sosu 2 yemek kaşığı,"1. Tavuk, gochujang ve soya sosunu 15 dakika marine edin. || 2. Lahana ve tavuğu geniş tavada 12 dakika pişirin. || 3. Pirinç kekini ekleyip sos tavaya tutunana kadar 8 dakika çevirin."
kelle-paca-corbasi,Kelle Paça Çorbası,CORBA,corbalar,tr,3,3,few-steps,Kuzu kelle paça eti 1 kg | Su 10 su bardağı | Sarımsak 5 diş | Sirke 4 yemek kaşığı | Limon suyu 2 yemek kaşığı | Tuz 1.5 tatlı kaşığı | Pul biber 1 çay kaşığı,"1. Kelle paça etini suyla birlikte 2.5-3 saat haşlayın. || 2. Eti ayıklayıp doğrayın ve süzülmüş haşlama suyuna ekleyin. || 3. Sarımsak, sirke, limon suyu ve tuzla 10 dakika kaynatın."
turos-batyu,Túrós Batyu,KAHVALTI,hamur-isleri,hu,3,3,few-steps,Milföy hamuru 8 adet | Lor peyniri 250 gr | Toz şeker 3 yemek kaşığı | Yumurta 1 adet,"1. Lor, şeker ve yumurtayı karıştırın. || 2. İçi hamura koyup bohça gibi kapatın. || 3. Çörekleri 190°C fırında 20 dakika pişirin."
hurmali-muzlu-smoothie,Hurmalı Muzlu Smoothie,ICECEK,smoothie-shake,me,3,3,no-time,Muz 2 adet | Hurma 6 adet | Süt 1.5 su bardağı | Tahin 1 yemek kaşığı,"1. Muzları dilimleyin, çekirdeği çıkarılmış hurmalarla blender kabına alın. || 2. Süt ve tahini ekleyip içecek akıcı ve pürüzsüz olana kadar çekin. || 3. Smoothie'yi bekletmeden bardaklara döküp servis edin."
kourabiethes,Kourabiethes,TATLI,tatlilar,gr,3,3,few-steps,Un 350 gr | Tereyağı 220 gr | Badem 120 gr | Pudra şekeri 150 gr,1. Tereyağı ve pudra şekerini çırpın. || 2. Un ve bademi ekleyip kurabiye hamuru hazırlayın. || 3. 170°C fırında 22 dakika pişirip pudra şekeriyle kaplayın.
kastamonu-banduma,Kastamonu Banduma,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Hindi but 1.2 kg | Kuru yufka 5 adet | Ceviz 180 gr | Tereyağı 80 gr,"1. Hindi etini 90 dakika haşlayıp didikleyin. || 2. Yufkaları et suyuna batırıp tepsiye dizin. || 3. Hindi, ceviz ve tereyağıyla katları tamamlayın."
kayseri-poc,Kayseri Pöç,YEMEK,et-yemekleri,tr,3,3,few-steps,Dana pöç 1.2 kg | Domates 3 adet | Yeşil biber 4 adet | Sarımsak 4 diş | Tuz 1 çay kaşığı,"1. Eti tavada kısa mühürleyin. || 2. Domates, biber, sarımsak ve tuzla fırın kabına alın. || 3. Yemeği 170°C fırında 170 dakika pişirin."
kuru-bakla-yemegi,Kuru Bakla Yemeği,YEMEK,baklagil-yemekleri,tr,5,3,no-time,Kuru bakla 400 gr | Sarımsak 4 diş | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,"1. Baklayı bir gece suda bekletin, ertesi gün süzüp yıkayın. || 2. Salçayı yağda açın, bakla ve sarımsağı ekleyip karıştırın. || 3. Üzerini örtecek kadar su verip kaynamaya bırakın. || 4. Yemeği 40-45 dakika pişirip hafif koyulaştırın. || 5. Yemeği kısa dinlendirip sonra servis edin."
orman-kebabi,Orman Kebabı,YEMEK,et-yemekleri,tr,3,3,few-steps,Dana kuşbaşı 600 gr | Soğan 1 adet | Patates 2 adet | Havuç 2 adet | Bezelye 1 su bardağı | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 2.5 su bardağı | Tuz 1 tatlı kaşığı,"1. Eti zeytinyağında yüksek ateşte 7 dakika mühürleyin. || 2. Soğan ve salçayı ekleyip 4 dakika kavurun. || 3. Sebzeler, sıcak su ve tuzu ekleyip kısık ateşte 55-60 dakika pişirin."
mincili-laz-boregi-rize-ev-usulu,Rize Mincili Laz Böreği,APERATIF,hamur-isleri,tr,3,3,few-steps,Un 2 su bardağı | Yumurta 1 adet | Minci 150 gr | Tereyağı 50 gr | Su 0.75 su bardağı,"1. Un, yumurta ve suyla hamur hazırlayın. || 2. Hamuru açıp aralarına tereyağı ve minci yayarak katlayın. || 3. Böreği 190°C fırında 25 dakika pişirin."
omurice,Omurice,KAHVALTI,kahvaltiliklar,jp,3,3,few-steps,Pişmiş pirinç 2 kase | Tavuk göğsü 200 gr | Yumurta 4 adet | Ketçap 3 yemek kaşığı,1. Tavuk ve pirinci ketçapla 8 dakika kavurun. || 2. Yumurtaları çırpıp yumuşak omlet pişirin. || 3. Pilavı omletle sarıp servis edin.
mushroom-stroganoff,Mushroom Stroganoff,YEMEK,sebze-yemekleri,ru,5,3,no-time,Mantar 500 gr | Soğan 1 adet | Krema 200 ml | Hardal 1 yemek kaşığı,1. Mantar ve soğanı yüksek ateşte suyunu çekene kadar soteleyin. || 2. Hardalı ekleyip 30 saniye karıştırın. || 3. Kremayı ilave edip sosu bağlanana kadar 4-5 dakika pişirin. || 4. Tuzunu ayarlayıp sos kıvamını son kez kontrol edin. || 5. Stroganoff'u bekletmeden sıcak servis edin.
un-helvasi-tekirdag-usulu,Un Helvası,TATLI,tatlilar,tr,5,3,no-time,Un 2 su bardağı | Tereyağı 120 gr | Toz şeker 1 su bardağı | Su 1.5 su bardağı | Tarçın 0.5 çay kaşığı,1. Şeker ve suyu ayrı kapta kaynatmadan tamamen çözdürün. || 2. Tereyağında unu orta kısık ateşte 10-12 dakika renk alana kadar kavurun. || 3. Şerbeti dikkatle ekleyip hızlıca karıştırın. || 4. Helva toparlanana kadar 4-5 dakika çevirin. || 5. Tarçın serpip 5 dakika dinlendirerek servis edin.
moong-dal-chilla,Moong Dal Chilla,KAHVALTI,kahvaltiliklar,in,3,3,few-steps,Sarı maş fasulyesi 1.5 su bardağı | Soğan 1 adet | Zencefil 1 tatlı kaşığı | Kimyon 1 çay kaşığı,1. Islatılmış maş fasulyesini soğan ve zencefille blenderda çekin. || 2. Hamurdan kepçe ile tavaya ince daireler dökün. || 3. Her yüzünü 3-4 dakika pişirip servis edin.
kakaolu-csiga,Kakaolu Csiga,KAHVALTI,hamur-isleri,hu,3,3,few-steps,Un 3.5 su bardağı | Süt 1 su bardağı | Tereyağı 80 gr | Kakao 3 yemek kaşığı | Toz şeker 4 yemek kaşığı,1. Hamuru yoğurup 30 dakika mayalandırın. || 2. Kakaolu içi sürüp hamuru rulo yapın. || 3. Dilimleri 190°C fırında 18 dakika pişirin.
mini-arancini,Mini Arancini,ATISTIRMALIK,atistirmaliklar,it,3,3,few-steps,Pişmiş risotto pirinci 450 gr | Mozzarella 100 gr | Yumurta 1 adet | Galeta unu 1 su bardağı,1. Pirinçten küçük toplar yapıp ortasına peynir yerleştirin. || 2. Yumurta ve galeta ununa bulayın. || 3. Kızgın yağda 4-5 dakika kızartın.
mechouia-salatasi,Mechouia Salatası,SALATA,salatalar,ma,3,3,few-steps,Kapya biber 3 adet | Domates 2 adet | Soğan 1 adet | Sarımsak 1 diş | Limon suyu 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,"1. Biber, domates ve soğanı közleyip kabuklarını ayırın. || 2. Sebzeleri sarımsak ve tuzla iri doğrayın. || 3. Limon suyu ve zeytinyağıyla karıştırıp servis edin."
mugla-sundirme,Muğla Sündürme,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Taze peynir 400 gr | Tereyağı 50 gr | Pul biber 0.5 çay kaşığı | Ekmek 4 dilim,1. Tereyağını tavada eritin. || 2. Peyniri düşük ateşte 8 dakika eritin. || 3. Pul biberle sıcak servis edin.
mersin-kerebic,Mersin Kerebiç,TATLI,tatlilar,tr,3,3,few-steps,İrmik 400 gr | Un 250 gr | Ceviz 250 gr | Çöven köpüğü 300 gr,1. İrmik ve unla yağlı hamur hazırlayın. || 2. Hamuru cevizli içle doldurup kalıba basın. || 3. 180°C fırında 25 dakika pişirin.
tokat-bati,Bat,SALATA,salatalar,tr,3,3,few-steps,İnce bulgur 1 su bardağı | Domates salçası 1 yemek kaşığı | Ceviz 0.5 su bardağı | Taze soğan 4 adet | Maydanoz 0.5 demet | Asma yaprağı 12 adet | Limon suyu 3 yemek kaşığı,"1. Bulguru az sıcak suyla 10 dakika şişirin. || 2. Salça, ceviz, taze soğan, maydanoz ve limon suyunu bulgura karıştırın. || 3. Karışımı hafif sulu kıvamda bırakıp asma yapraklarıyla servis edin."
tavuklu-karnabahar-pilavi-kasesi,Tavuklu Karnabahar Pilavı Kasesi,YEMEK,tavuk-yemekleri,us,3,3,few-steps,Tavuk göğsü 450 gr | Karnabahar 500 gr | Avokado 1 adet | Zeytinyağı 2 yemek kaşığı,1. Karnabaharı rondoda pirinç tanesi boyuna getirin. || 2. Tavuğu tavada 10 dakika pişirin. || 3. Karnabaharı 5 dakika çevirip tavuğu ve avokadoyu ekleyerek servis edin.
mercimekli-bulgur-pilavi,Mercimekli Bulgur Pilavı,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Pilavlık bulgur 1.5 su bardağı | Yeşil mercimek 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Domates salçası 1 tatlı kaşığı | Sıcak su 3 su bardağı | Tuz 1 tatlı kaşığı,"1. Mercimeği 15 dakika haşlayıp süzün. || 2. Soğan ve salçayı zeytinyağında 5 dakika kavurun. || 3. Bulgur, mercimek, sıcak su ve tuzu ekleyip 15 dakika pişirin."
misir-unlu-balik-koftesi,Mısır Unlu Balık Köftesi,APERATIF,aperatifler,tr,3,3,few-steps,Haşlanmış beyaz etli balık 400 gr | Mısır unu 5 yemek kaşığı | Yumurta 1 adet | Maydanoz 0.5 demet,1. Balığı didikleyip diğer malzemelerle karıştırın. || 2. Küçük köfteler yapıp tavaya dizin. || 3. Orta ateşte iki yüzünü toplam 10 dakika pişirin.
murtuga,Murtuğa,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Tereyağı 50 gr | Un 3 yemek kaşığı | Yumurta 3 adet | Tuz 0.5 çay kaşığı,1. Tereyağını tavada eritip unu tuzla birlikte 3 dakika kavurun. || 2. Yumurtaları tavaya kırıp karışımı nazikçe toparlayın. || 3. Murtuğayı 2 dakika daha pişirip bekletmeden servis edin.
tay-feslegenli-patlican,Tay Fesleğenli Patlıcan,YEMEK,sebze-yemekleri,th,3,3,few-steps,Patlıcan 4 adet | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı | Acı biber 2 adet | Tay fesleğeni 1 demet,"1. Patlıcanları küp doğrayıp kızgın tavada 7 dakika soteleyin. || 2. Soya sosu, susam yağı ve acı biberi ekleyip 3 dakika çevirin. || 3. Fesleğeni ekleyip ocaktan alın."
tofulu-kabak-noodle,Tofulu Kabak Noodle,YEMEK,sebze-yemekleri,us,3,3,few-steps,Kabak 3 adet | Tofu 250 gr | Soya sosu 2 yemek kaşığı | Susam 1 tatlı kaşığı,1. Kabağı ince şeritler halinde hazırlayın. || 2. Tofuyu tavada 6 dakika renk alana kadar pişirin. || 3. Kabağı ve soya sosunu ekleyip 3 dakika çevirin ve susamla servis edin.
pad-thai,Pad Thai,YEMEK,makarna-pilav,th,4,3,few-steps,Pirinç noodle 250 gr | Karides 300 gr | Yumurta 2 adet | Soya sosu 3 yemek kaşığı | Balık sosu 2 yemek kaşığı | Esmer şeker 1 yemek kaşığı | Yer fıstığı 0.5 su bardağı | Taze soğan 3 dal,"1. Noodleları sıcak suda 8 dakika bekletip süzün. || 2. Karidesleri tavada 3-4 dakika pişirip kenara alın. || 3. Yumurtaları tavada pişirip noodle, soslar, şeker ve karidesle karıştırın. || 4. Yer fıstığı ve taze soğan ekleyip 2 dakika çevirin."
patates-salatasi,Patates Salatası,SALATA,salatalar,tr,3,3,few-steps,Patates 5 adet | Taze soğan 4 dal | Maydanoz 0.5 demet | Limon suyu 3 yemek kaşığı | Zeytinyağı 4 yemek kaşığı | Sumak 1 tatlı kaşığı | Tuz 1 çay kaşığı,"1. Patatesleri yumuşayana kadar 18-20 dakika haşlayın. || 2. Patatesleri doğrayıp taze soğan ve maydanozla karıştırın. || 3. Limon suyu, zeytinyağı, sumak ve tuzu ekleyip harmanlayın."
peynirli-milfoy,Peynirli Milföy,APERATIF,aperatifler,tr,3,3,few-steps,Milföy hamuru 6 adet | Beyaz peynir 200 gr | Maydanoz 0.25 demet | Yumurta sarısı 1 adet | Çörek otu 1 tatlı kaşığı,1. Peynir ve kıyılmış maydanozu karıştırın. || 2. Milföy karelerine harç koyup üçgen kapatın. || 3. Üzerine yumurta sarısı sürüp çörek otu serpin ve 190°C fırında 18-20 dakika pişirin.
palak-paneer,Palak Paneer,YEMEK,sebze-yemekleri,in,4,3,few-steps,Ispanak 600 gr | Paneer peyniri 250 gr | Soğan 1 adet | Domates 2 adet | Garam masala 1 tatlı kaşığı,1. Ispanağı 2 dakika haşlayıp süzün. || 2. Soğan ve domatesi 8 dakika kavurun. || 3. Ispanağı püre yapıp tavaya ekleyin. || 4. Paneeri ekleyip 10 dakika pişirin.
moqueca,Moqueca,YEMEK,et-yemekleri,br,3,3,few-steps,Beyaz etli balık 700 gr | Hindistan cevizi sütü 400 ml | Domates 3 adet | Kırmızı biber 2 adet | Limon suyu 2 yemek kaşığı | Tuz 1 çay kaşığı,1. Balığı limon ve tuzla 15 dakika marine edin. || 2. Domates ve biberleri tencerede 10 dakika pişirin. || 3. Hindistan cevizi sütü ve balığı ekleyip 15 dakika pişirin.
zeytinyagli-ic-bakla,Zeytinyağlı İç Bakla,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,İç bakla 500 gr | Soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Dereotu 0.5 demet,1. Soğanı zeytinyağında 4 dakika yumuşatın. || 2. Bakla ve sıcak suyu ekleyip 20 dakika pişirin. || 3. Yemeği soğutup dereotuyla tamamlayın.
uunijuusto,Uunijuusto,TATLI,tatlilar,se,3,3,few-steps,Lor peyniri 500 gr | Süt 400 ml | Yumurta 3 adet | Bal 3 yemek kaşığı,"1. Lor, süt, yumurta ve balı hafifçe karıştırın. || 2. Karışımı fırın kabına dökün. || 3. 180°C fırında 45 dakika pişirin."
pirasa-yemegi,Pırasa Yemeği,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Pırasa 1 kg | Havuç 2 adet | Pirinç 3 yemek kaşığı | Zeytinyağı 0.5 çay bardağı | Limon suyu 2 yemek kaşığı | Şeker 1 çay kaşığı | Tuz 1 tatlı kaşığı,"1. Pırasaları ve havuçları çapraz dilimleyin. || 2. Havucu zeytinyağında 4 dakika çevirin, pırasayı ekleyin. || 3. Pirinç, limon suyu, şeker, tuz ve 1 su bardağı su ekleyip 25-30 dakika pişirin."
tkemali,Tkemali,SOS,soslar-dippler,ru,3,3,few-steps,Ekşi erik 600 gr | Sarımsak 3 diş | Kişniş 0.5 demet | Pul biber 1 çay kaşığı,1. Erikleri 20 dakika az suyla pişirin. || 2. Çekirdekleri ayırıp eriği püre yapın. || 3. Sarımsak ve baharatla 5 dakika kaynatın.
tatli-eksi-tavuk,Tatlı Ekşi Tavuk,YEMEK,tavuk-yemekleri,tr,3,3,few-steps,Tavuk göğsü 650 gr | Un 80 gr | Ananas 200 gr | Soya sosu 2 yemek kaşığı | Pirinç sirkesi 3 yemek kaşığı | Toz şeker 2 yemek kaşığı,"1. Tavukları una bulayıp kızgın yağda 8 dakika kızartın. || 2. Ananas, soya sosu, sirke ve şekeri tavada 5 dakika kaynatın. || 3. Tavukları sosla karıştırıp 2 dakika pişirin."
tutmac-corbasi,Tutmaç Çorbası,CORBA,corbalar,tr,3,3,few-steps,Erişte 1 su bardağı | Yeşil mercimek 0.5 su bardağı | Yoğurt 300 gr | Un 1 yemek kaşığı | Sarımsak 2 diş | Nane 1 tatlı kaşığı | Tereyağı 25 gr | Tuz 1 çay kaşığı,"1. Mercimeği 15 dakika haşlayıp erişte ve tuzu ekleyin. || 2. Yoğurt, un ve sarımsağı çırpıp tencereye azar azar alıştırın. || 3. Çorbayı 8 dakika daha pişirip naneli tereyağıyla servis edin."
tahinli-incirli-krep-denizli-usulu,Denizli Tahinli İncirli Krep,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Un 1 su bardağı | Yumurta 2 adet | Su 1 su bardağı | Tahin 3 yemek kaşığı | Kuru incir 6 adet,"1. Un, yumurta ve suyu çırpıp hamur hazırlayın. || 2. İnce krepleri tavada 6 dakika pişirin. || 3. Tahin ve doğranmış inciri paylaştırıp sararak servis edin."
xiao-long-bao,Xiao Long Bao,APERATIF,hamur-isleri,cn,3,3,few-steps,Un 300 gr | Su 170 ml | Dana kıyma 350 gr | Et suyu jölesi 180 gr | Soya sosu 1 yemek kaşığı,"1. Un ve suyla hamur yoğurup 30 dakika dinlendirin. || 2. Dana kıyma, soya sosu ve et suyu jölesini karıştırın. || 3. Hamuru ince açıp içle doldurun, buharda 10 dakika pişirin."
urfa-bostana,Urfa Bostana,SALATA,salatalar,tr,3,3,few-steps,Domates 5 adet | Yeşil biber 3 adet | Nar ekşisi 3 yemek kaşığı | Maydanoz 0.5 demet | Tuz 1 çay kaşığı,"1. Domates ve biberleri çok ince doğrayın. || 2. Maydanoz, nar ekşisi ve tuzu ekleyin. || 3. Salatayı 10 dakika dinlendirip servis edin."
yesil-mercimek-yemegi,Yeşil Mercimek Yemeği,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Yeşil mercimek 2 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 4 su bardağı | Tuz 1 tatlı kaşığı | Kimyon 0.5 çay kaşığı,"1. Mercimeği 10 dakika haşlayıp süzün. || 2. Soğanı zeytinyağında 4 dakika kavurun, salçayı ekleyin. || 3. Mercimek, sıcak su, tuz ve kimyonu ekleyip 25-30 dakika pişirin."
trabzon-misir-corbasi,Trabzon Mısır Çorbası,CORBA,corbalar,tr,3,3,few-steps,Haşlanmış mısır 2 su bardağı | Haşlanmış kuru fasulye 1 su bardağı | Soğan 1 adet | Tereyağı 25 gr | Tuz 0.5 çay kaşığı,1. Soğanı tereyağında 5 dakika çevirin. || 2. Kuru fasulye ve 1 litre sıcak su ekleyip 20 dakika kaynatın. || 3. Mısır ve tuzu ekleyip çorbayı 8 dakika daha pişirin.
tahin-pekmezli-pankek,Tahin Pekmezli Pankek,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Un 180 gr | Yumurta 1 adet | Tahin 3 yemek kaşığı | Pekmez 3 yemek kaşığı,1. Pankek hamurunu çırpıp 5 dakika bekletin. || 2. Pankekleri tavada iki yüzlü pişirin. || 3. Tahin ve pekmezi üstüne gezdirin.
sumakli-yogurtlu-kofte-kilis-usulu,Kilis Sumaklı Yoğurtlu Köfte,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,İnce bulgur 1 su bardağı | Un 2 yemek kaşığı | Yoğurt 2 su bardağı | Sumak 1 tatlı kaşığı | Su 4 su bardağı,1. Bulgur ve unu yoğurup küçük köfteler yapın. || 2. Köfteleri suda 10 dakika haşlayın. || 3. Yoğurt ve sumağı ekleyip kısa süre ısıtarak servis edin.
fava-izmir-usulu,Fava,SALATA,salatalar,tr,3,3,few-steps,Kuru iç bakla 250 gr | Soğan 1 adet | Zeytinyağı 4 yemek kaşığı | Şeker 1 çay kaşığı | Tuz 1 çay kaşığı | Dereotu 0.25 demet,"1. Kuru iç baklayı yıkayıp soğanla birlikte tencereye alın. || 2. Baklaya 1 litre su, zeytinyağı, şeker ve tuz ekleyip 30 dakika pişirin. || 3. Karışımı pürüzsüz çekip kaba yayıp dereotuyla soğuk servis edin."
turos-csusza-macar-usulu,Túrós Csusza,YEMEK,makarna-pilav,hu,3,3,few-steps,Erişte 300 gr | Lor peyniri 200 gr | Ekşi krema 1 su bardağı | Tereyağı 20 gr,1. Erişteyi haşlayıp suyunun birazını ayırın. || 2. Tereyağı ve ekşi kremayı tavada ısıtın. || 3. Erişteyi ve lor peynirini sosa katıp karıştırarak servis edin.
tepsi-orugu,Tepsi Orugu,YEMEK,et-yemekleri,tr,3,3,few-steps,İnce bulgur 2 su bardağı | Dana kıyma 500 gr | Soğan 2 adet | Ceviz 1 su bardağı | Tuz 1 çay kaşığı | Limon 1 adet,"1. Bulgur, kıyma ve tuzla dış kat harcını yoğurun. || 2. Soğan ve cevizi tavada çevirip iç harcı hazırlayın. || 3. Tepsiye yarım dış katı yayın, içi ekleyin, üst katı kapatın ve 200°C fırında 30 dakika pişirin."
turos-lepeny,Túrós Lepeny,TATLI,tatlilar,hu,3,3,few-steps,Un 220 gr | Lor peyniri 350 gr | Yumurta 2 adet | Toz şeker 120 gr | İrmik 1 yemek kaşığı,1. Taban hamurunu hazırlayıp tepsiye yayın. || 2. Lorlu içi üstüne yayın. || 3. Tatlıyı 180°C fırında 30 dakika pişirin.
