slug,title,category,type,cuisine,viewCount,ingredients_tr,steps_tr,tipNote_current,servingSuggestion_current
dan-dan-noodle,Dan Dan Noodle,makarna-pilav,YEMEK,cn,0,Buğday eriştesi 350 gr | Dana kıyma 250 gr | Soya sosu 2 yemek kaşığı | Tahin 2 yemek kaşığı | Acı yağ 1 yemek kaşığı,"1. Erişteyi haşlayıp 100 ml haşlama suyunu ayırın. || 2. Dana kıymayı 6 dakika kavurun. || 3. Soya sosu, tahin, acı yağ ve erişte suyunu karıştırıp erişteyle buluşturun.",Sosu erişte suyuyla açın; tahinli yapı parlak ve akışkan kalır.,Üzerine taze soğan ve Sichuan biberi serpin.
dana-solyanka,Dana Solyanka,corbalar,CORBA,ru,0,Dana eti 250 gr | Kornişon turşu 120 gr | Zeytin 80 gr | Domates püresi 200 ml | Soğan 1 adet,1. Eti ve soğanı kavurup domates püresi ekleyin. || 2. Su ilave edip 35 dakika pişirin. || 3. Turşu ve zeytini katıp 5 dakika daha kaynatın.,Turşuyu en sonda eklemek keskinliğini korur; başta eklenirse çorba ağırlaşır.,Üstüne limon dilimi ve ekşi krema koyarak servis edin.
dana-stroganoff,Dana Stroganoff,et-yemekleri,YEMEK,ru,0,Dana bonfile 600 gr | Mantar 300 gr | Soğan 1 adet | Krema 200 ml | Hardal 1 tatlı kaşığı | Et suyu 0.5 su bardağı | Tereyağı 2 yemek kaşığı,"1. İnce doğranmış dana etini yüksek ateşte 4 dakika mühürleyin. || 2. Mantar ve soğanı aynı tavada 6 dakika soteleyin. || 3. Et, krema, hardal ve et suyunu ekleyip 10 dakika pişirin.",Eti tavaya kalabalık koymayın; yüksek ateşte mühürlenirse suyunu bırakmaz.,Tereyağlı erişte veya pilavla servis edin.
date-orange-couscous-fas-usulu,Hurma Portakallı Kuskus,makarna-pilav,YEMEK,ma,0,Kuskus 1.5 su bardağı | Hurma 8 adet | Portakal kabuğu 1 tatlı kaşığı | Tarçın 0.25 çay kaşığı | Sıcak su 1.5 su bardağı,1. Kuskusu sıcak suyla 5 dakika dinlendirin. || 2. Hurmaları küçük doğrayın. || 3. Tüm malzemeyi karıştırıp servis edin.,Portakal kabuğunu ince rendelemek kuskusta acılık bırakmadan canlı aroma verir.,Kenara közlenmiş biber ve ince dilimlenmiş limon koyarak ev sofrası tabağı kurgulayın.
date-tahini-cake-orta-dogu-usulu,Date Tahini Cake,tatlilar,TATLI,me,0,Hurma 1 su bardağı | Tahin 0.5 su bardağı | Un 1.5 su bardağı | Yumurta 2 adet | Kabartma tozu 1 çay kaşığı,1. Hurmaları 10 dakika sıcak suda bekletin. || 2. Hamuru karıştırın. || 3. Keki 180°C fırında 30 dakika pişirin.,Hurmaları sıcak suda bekletmek hamura daha kolay karışmasını sağlar.,Üstüne ince çekilmiş kakao ve iri kıyılmış Antep fıstığı gezdirip küçük porsiyon tabağında sunun.
defneli-limon-serbeti-isparta-usulu,Defneli Limon Şerbeti,icecekler,ICECEK,tr,0,Limon suyu 1 su bardağı | Su 3 su bardağı | Defne yaprağı 2 adet | Buz 1 su bardağı,1. Defneyi suda 5 dakika bekletin. || 2. Limon suyunu ekleyin. || 3. Buzla servis edin.,Defneyi suda kısa bekletmek aromanın limonu bastırmadan açılmasını sağlar.,Soğuk servis edin.
demirhindi-kompostosu-gaziantep-usulu,Demirhindi Kompostosu,icecekler,ICECEK,tr,0,Demirhindi 100 gr | Su 6 su bardağı | Şeker 0.25 su bardağı | Tarçın çubuğu 1 adet,1. Tüm malzemeyi tencereye alın. || 2. Kompostoyu 12 dakika kaynatın. || 3. Süzüp soğuk servis edin.,Demirhindiyi süzerken posa bastırmamak içeceğin berrak kalmasını sağlar.,"Kısa genişçe bir bardakta, üstüne taze meyve veya otlardan bir tutamla sunun."
demirhindi-naneli-soguk-icecek-sanliurfa-usulu,Demirhindi Naneli Soğuk İçecek,icecekler,ICECEK,tr,0,Demirhindi özü 0.5 su bardağı | Su 3.5 su bardağı | Nane 0.25 demet | Buz 1 su bardağı,1. Sıvıları karıştırın. || 2. Naneyi ekleyin. || 3. Buzla servis edin.,Demirhindi özünü süzerek kullanmak bardakta pürüzsüz bir sonuç verir.,Soğuk servis edin.
demirhindi-zencefilli-soguk-icecek-sanliurfa-usulu,Demirhindi Zencefilli Soğuk İçecek,icecekler,ICECEK,tr,0,Demirhindi özü 3 yemek kaşığı | Su 4 su bardağı | Zencefil 1 tatlı kaşığı | Buz 1 su bardağı,1. Demirhindiyi suyla açın. || 2. Zencefili ekleyin. || 3. Buzla servis edin.,Demirhindiyi süzmek bardakta temiz bir doku sağlar.,Soğuk servis edin.
deniz-borulceli-fava-bodrum-usulu,Bodrum Deniz Börülceli Fava,aperatifler,APERATIF,tr,0,Kuru iç bakla 1 su bardağı | Deniz börülcesi 150 gr | Kuru soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Limon suyu 1 yemek kaşığı,1. Baklayı soğanla birlikte 20 dakika haşlayın. || 2. Baklayı limon suyu ve zeytinyağıyla pürüzsüz çekin. || 3. Haşlanmış deniz börülcesini üstüne yerleştirip servis edin.,Baklayı pürüzsüz çekmek iyi sonuç verir.,Küçük cam kaselerde tabağın ortasına yerleştirip etrafına közlenmiş sebze dilimleri dizin.
deniz-borulceli-levrek-bugulama-izmir-usulu,Deniz Börülceli Levrek Buğulama,et-yemekleri,YEMEK,tr,0,Levrek fileto 600 gr | Deniz börülcesi 150 gr | Limon 1 adet | Zeytinyağı 1 yemek kaşığı | Sarımsak 2 diş,1. Levrek ve sarımsağı tencereye alın. || 2. Limon ve zeytinyağını ekleyin. || 3. Yemeği 15 dakika pişirin.,Deniz börülcesini tuzlu yapısı nedeniyle ek tuz koymadan tatmak daha dengeli bir sonuç verir.,"Pilav yerine buğulanmış yeşil fasulyeyle tamamlayın, tabak hafif kalsın."
deniz-borulcesi-salatasi,Deniz Börülcesi Salatası,salatalar,SALATA,tr,0,Deniz börülcesi 500 gr | Sarımsak 2 diş | Zeytinyağı 4 yemek kaşığı | Limon suyu 2 yemek kaşığı,"1. Deniz börülcesini 8 dakika haşlayın. || 2. Kılçıklı saplarından ayırın. || 3. Sarımsak, zeytinyağı ve limonla harmanlayın.","Kuru baklagili gece boyunca ılık suda bekletmek pişme süresini yarıya indirir, gaz yapma etkisini de azaltır.",Yanına bulgur pilavı ve turşu koyarak derin kasede verin; üzerine pul biber gezdirin.
deniz-mahsullu-paella,Deniz Mahsullü Paella,makarna-pilav,YEMEK,es,0,Paella pirinci 2 su bardağı | Karides 300 gr | Midye içi 250 gr | Balık suyu 5 su bardağı | Safran 0.25 çay kaşığı | Kırmızı biber 1 adet,"1. Biberi tavada 5 dakika soteleyin. || 2. Pirinç, safran ve balık suyunu ekleyin. || 3. Deniz ürünlerini üzerine yerleştirip 25 dakika pişirin. || 4. Ocağı kapatıp paellayı 8 dakika dinlendirin.",Pirinç eklendikten sonra karıştırmayın; tavada kızaran taban paellanın karakteridir.,Limon dilimleriyle sofraya getirin.
deniz-yosunu-cipsi,Deniz Yosunu Cipsi,atistirmaliklar,ATISTIRMALIK,kr,0,Nori yaprağı 8 adet | Susam yağı 1 yemek kaşığı | Tuz 1 çay kaşığı | Susam 1 tatlı kaşığı,1. Nori yapraklarını yağlayıp tuzlayın. || 2. 150°C fırında 6 dakika pişirin. || 3. Susam serpip kırarak servis edin.,Yosun yapraklarını tek kat pişirin; üst üste gelen yerler yumuşak kalır.,Pirinç kaseleri yanında servis edin.
dereotlu-cubuk-tursu-salatasi-ankara-usulu,Ankara Dereotlu Çubuk Turşu Salatası,salatalar,SALATA,tr,0,Çubuk turşusu 250 gr | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı | Elma sirkesi 1 tatlı kaşığı,"1. Turşuyu küçük küpler halinde doğrayın. || 2. Dereotu, yağ ve sirkeyle karıştırın. || 3. Salatayı 5 dakika dinlendirip servis edin.",Turşuları küçük ama çok ince olmayacak küplerde kesmek kıtırlığın korunmasına yardım eder.,"Geniş tabakta tek katman halinde dizip, yanına sıcak pide ve bir kase zeytinyağıyla Akdeniz usulü sunun."
dereotlu-kofte-tava-isvec-usulu,Dereotlu Köfte Tava,et-yemekleri,YEMEK,se,0,Dana kıyma 450 gr | Galeta unu 0.5 su bardağı | Krema 1 su bardağı | Dereotu 0.25 demet | Soğan 1 adet,1. Köfte harcını yoğurun. || 2. Köfteleri 8 dakika pişirin. || 3. Kremalı sosla 6 dakika daha çevirin.,Köfteleri küçük yapmak sosu daha dengeli çekmelerini sağlar.,Servis tabağının kenarına limon dilimi ve maydanoz dalları yerleştirerek renk ekleyin.
dereotlu-kuru-domates-gozleme-nevsehir-usulu,Nevşehir Dereotlu Kuru Domates Gözleme,hamur-isleri,KAHVALTI,tr,0,Un 2 su bardağı | Kuru domates 8 adet | Beyaz peynir 120 gr | Dereotu 0.25 demet | Su 0.75 su bardağı,1. Hamuru yoğurup 10 dakika dinlendirin. || 2. İç harcı karıştırıp hamura yerleştirin. || 3. Gözlemeleri tavada 8 dakika pişirin.,Kuru domatesi çok ince kıymak gözlemenin her yerine dengeli dağılmasını sağlar.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
dereotlu-patates-pierogi-polonya-usulu,Dereotlu Patates Pierogi,hamur-isleri,YEMEK,pl,0,Un 2.5 su bardağı | Patates 3 adet | Dereotu 0.25 demet | Tereyağı 20 gr | Su 0.75 su bardağı,1. Hamuru yoğurun. || 2. İçle doldurup kapatın. || 3. Pierogileri 6 dakika haşlayın.,Hamuru ince açmak pieroginin su içinde daha zarif kalmasını sağlar.,"Geniş porselen tabakta, yanına yoğurtlu bir sos ve bir bardak ayran eşliğinde servis yapın."
dereotlu-patates-salatasi-polonya-usulu,Dereotlu Patates Salatası,salatalar,SALATA,pl,0,Patates 4 adet | Salatalık turşusu 3 adet | Dereotu 0.25 demet | Hardal 0.5 çay kaşığı | Zeytinyağı 1 yemek kaşığı,1. Patatesi 12 dakika haşlayın. || 2. Turşu ve dereotunu doğrayın. || 3. Salatayı sosla karıştırıp dinlendirin.,Patatesi ılıkken soslamak aromanın içine daha iyi işlemesini sağlar.,Tabağı tahta masaya koyup yanına ince dilimlenmiş limon ve bir kase sarımsaklı yoğurt iliştirin.
dereotlu-patates-yumurta-tava-isvec-usulu,Dereotlu Patates Yumurta Tava,kahvaltiliklar,KAHVALTI,se,0,Haşlanmış patates 2 adet | Yumurta 2 adet | Dereotu 0.25 demet | Tereyağı 1 tatlı kaşığı,1. Patatesi doğrayın. || 2. Tavada 4 dakika çevirin. || 3. Yumurta ile 4 dakika daha pişirin.,Patatesi önceden haşlamak tavada altın renk almasını kolaylaştırır.,Ilık servis edin.
dereotlu-somon-acik-sandvic-isvec-usulu,Dereotlu Somon Açık Sandviç,kahvaltiliklar,KAHVALTI,se,0,Çavdar ekmeği 4 dilim | Somon füme 150 gr | Krem peynir 0.5 su bardağı | Dereotu 0.25 demet,1. Krem peyniri dereotuyla karıştırın. || 2. Ekmeğe sürün. || 3. Somonla tamamlayıp servis edin.,Ekmeği ince tereyağlamak somonun ekmeği ıslatmasını önler.,Tahta tepsiye yerleştirip bir sürahi portakal suyu ve karmaşık tane ekmek dilimleri ekleyin.
dereotlu-somon-patates-tava-isvec-usulu,Dereotlu Somon Patates Tava,et-yemekleri,YEMEK,se,0,Somon fileto 600 gr | Patates 4 adet | Dereotu 0.25 demet | Tereyağı 20 gr | Limon suyu 1 yemek kaşığı,1. Patatesi 10 dakika haşlayın. || 2. Somonu tavada 6 dakika pişirin. || 3. Patates ve dereotuyla birlikte çevirin.,Somonu iri parçalar halinde bırakmak tavada kuru düşmesini önler.,"Taze limon ve roka ile soğumadan masaya götürün, yanına ılık patates eşlik etsin."
deviled-eggs,Deviled Eggs,aperatifler,APERATIF,us,0,Yumurta 6 adet | Mayonez 3 yemek kaşığı | Hardal 1 tatlı kaşığı | Paprika 1 çimdik,1. Yumurtaları 10 dakika haşlayın ve soğutun. || 2. İkiye kesip sarılarını mayonez ve hardalla ezin. || 3. Dolguyu yumurta beyazlarına geri sıkıp paprika serpin.,Yumurtaları kaynar sudan çıkarır çıkarmaz soğuk suya alırsanız sarı çevresi kararmadan kalır.,Üstüne paprika serperek servis tabağına dizin.
dibek-kahvesi,Dibek Kahvesi,kahve-sicak-icecekler,ICECEK,tr,0,Dibek kahvesi 2 tatlı kaşığı | Süt 150 ml | Su 120 ml | Şeker 1 tatlı kaşığı,1. Tüm malzemeyi cezveye alın. || 2. Kahveyi kabarmaya yaklaşana kadar ısıtın. || 3. Fincanlara paylaştırıp bekletmeden servis edin.,Köpüğü almak için fincanlara ilk kabaran katmandan pay verin.,Yanına küçük süt köpüğü bırakıp sıcak servis edin.
dible-ordu-usulu,Ordu Diblesi,sebze-yemekleri,YEMEK,tr,0,Taze fasulye 500 gr | Pirinç 1 su bardağı | Kuru soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Tuz 1 çay kaşığı,1. Soğanı zeytinyağında 4 dakika çevirin. || 2. Fasulye ve pirinci ekleyip 2 dakika daha karıştırın. || 3. Tencereye 2 su bardağı sıcak su ve tuz ekleyip yemeği 24 dakika pişirin.,"Fasulyeyi çok ince değil, iki parmak boyunda kesmek pirinçle birlikte pişerken formunu korumasını sağlar.",Yanına cacık olmadan tek başına ya da turşuyla sıcak servis edin.
dill-potato-salad-rus-usulu,Rus Dill Potato Salad,salatalar,SALATA,ru,0,Patates 4 adet | Dereotu 0.25 demet | Hardal 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı | Limon suyu 1 tatlı kaşığı,1. Patatesleri 15 dakika haşlayıp küp doğrayın. || 2. Dereotu ve sos malzemelerini karıştırın. || 3. Patatesi sosla buluşturup soğuk servis edin.,Patatesi çok yumuşatmadan haşlamak salatanın dağılmasını önler.,"Derin cam kasede, üzerine bir fiske pul biber ve birkaç damla nar ekşisi gezdirerek servise çıkarın."
dillstuvad-potatis-isvec-usulu,Dillstuvad Potatis,sebze-yemekleri,YEMEK,se,0,Patates 5 adet | Krema 1 su bardağı | Dereotu 0.25 demet | Tuz 0.5 çay kaşığı,1. Patatesleri haşlayıp iri dilimleyin. || 2. Kremayı ısıtın. || 3. Patates ve dereotunu katıp servis edin.,Dereotunu sonda eklemek kokuyu canlı tutar.,"Yanına yoğurt veya cacık ve birkaç dilim limonla, hafif ılık serin."
diyarbakir-meftune,Diyarbakır Meftune,et-yemekleri,YEMEK,tr,0,Kuzu kuşbaşı 800 gr | Patlıcan 4 adet | Domates 3 adet | Sumak 3 yemek kaşığı,"1. Sumakları sıcak suda 15 dakika bekletip süzün. || 2. Kuzu etini 40 dakika pişirin. || 3. Patlıcan, domates ve sumak suyuyla 30 dakika daha pişirin.",Sumak suyunu süzerek ekleyin; tortu tencerede acı tat bırakır.,Sade pirinç pilavı ve cacıkla servis edin.
dobos-torta,Dobos Torta,tatlilar,TATLI,hu,0,Yumurta 6 adet | Un 180 gr | Toz şeker 250 gr | Tereyağı 200 gr | Bitter çikolata 180 gr,1. İnce kek katlarını ayrı ayrı pişirin. || 2. Çikolatalı kremayı hazırlayıp katları birleştirin. || 3. Üst kata karamel döküp tortayı tamamlayın.,Karameli tek kat üzerinde döküp hemen dilimlemek çatlakları kontrol etmeyi kolaylaştırır.,İnce dilimler halinde oda sıcaklığında servis edin.
dobos-torte,Dobos Torte,tatlilar,TATLI,hu,0,Yumurta 6 adet | Un 150 gr | Tereyağı 250 gr | Bitter çikolata 200 gr | Şeker 250 gr,"1. Yumurta, şeker ve unla ince pandispanya katları pişirin. || 2. Tereyağı ve çikolatayla krema hazırlayın. || 3. Katları kremayla birleştirip karamelli üst katla tamamlayın.","Şerbeti soğuk, tatlıyı sıcak kullanın; tersi şerbeti yüzeyde bırakır, iç kurur.",Üstüne iri kıyılmış çiğ fındık ve bir damla gül suyuyla sunum kurun.
dolanger-tatlisi-sanliurfa-usulu,Dolanger Tatlısı,tatlilar,TATLI,tr,0,Un 500 gr | Su 260 ml | Ayçiçek yağı 120 ml | Toz şeker 2 su bardağı | Su 2 su bardağı | Antep fıstığı 0.5 su bardağı,1. Un ve suyla hamur yoğurup 20 dakika dinlendirin. || 2. Hamuru çok ince açıp yağlayarak katlayın ve tepsiye yerleştirin. || 3. Tatlıyı 200°C fırında 22 dakika pişirin. || 4. Şeker ve suyla hazırlanan şerbeti verip Antep fıstığıyla servis edin.,Şerbeti tatlı hafif ılıkken vermek katların dışta diri kalmasına yardım eder.,Üzerine Antep fıstığı serperek servis edin.
dolaz-ordu-usulu,Ordu Dolazı,tatlilar,TATLI,tr,0,Un 0.5 su bardağı | Tereyağı 40 gr | Üzüm pekmezi 0.5 su bardağı | Su 1 su bardağı,1. Unu tereyağında 3 dakika kavurun. || 2. Su ve pekmezi ekleyip koyulaşana kadar karıştırın. || 3. Dolazı kaselere alıp sıcak servis edin.,Pekmezi en son eklemek yanık tadı oluşmadan parlak bir doku sağlar.,Küçük kaselerde sıcak servis edin.
domates-recelli-tost-bursa-usulu,Bursa Domates Reçelli Tost,kahvaltiliklar,KAHVALTI,tr,0,Tost ekmeği 4 dilim | Kaşar peyniri 100 gr | Domates reçeli 2 yemek kaşığı | Tereyağı 10 gr,1. Ekmeğin içine reçel ve kaşarı yerleştirin. || 2. Dışına ince tereyağı sürün. || 3. Tostu tavada ya da tost makinesinde 6 dakika pişirin.,Reçeli çok kalın sürmemek tostun içinde akışıp ekmeği yumuşatmasını önler.,Tahta tepsiye yerleştirip bir sürahi portakal suyu ve karmaşık tane ekmek dilimleri ekleyin.
domatesli-arapsaci-corbasi-urla-usulu,Domatesli Arapsaçı Çorbası,corbalar,CORBA,tr,0,Arapsaçı 120 gr | Domates rendesi 1.5 su bardağı | Pirinç 0.5 su bardağı | Su 5 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Domatesi tencerede 4 dakika çevirin. || 2. Pirinç ve suyu ekleyin. || 3. Arapsaçını katıp 12 dakika pişirin.,Arapsaçını son bölümde eklemek canlı kokusunu korur.,Yanına çıtır bruşetta ve sarımsaklı yoğurt sosu koyup kışlık tabak kurgulayın.
domatesli-arpa-sehriye-corbasi-bilecik-usulu,Domatesli Arpa Şehriye Çorbası,corbalar,CORBA,tr,0,Arpa şehriye 1 su bardağı | Domates 3 adet | Zeytinyağı 1 yemek kaşığı | Su 4 su bardağı | Tuz 0.5 çay kaşığı,1. Şehriyeyi yağda 2 dakika çevirin. || 2. Domates ve suyu ekleyin. || 3. Çorbayı 12 dakika pişirin.,Şehriyeyi salçayla kısa kavurmak çorbanın taneli ama berrak kalmasına yardım eder.,Porselen derin kaseye boşaltıp kenarına haşlanmış bir dilim yumurta ve taze soğan koyun.
domatesli-beyaz-fasulye-corbasi-ispanya-usulu,Domatesli Beyaz Fasulye Çorbası,corbalar,CORBA,es,0,Haşlanmış beyaz fasulye 2 su bardağı | Domates rendesi 1.5 su bardağı | Sarımsak 2 diş | Su 4 su bardağı,1. Sarımsağı çevirin. || 2. Fasulye ve domatesi ekleyin. || 3. Çorbayı 15 dakika pişirin.,Bir kepçe fasulyeyi ezmek çorbada daha bağlı bir kıvam oluşturur.,Sıcak servis edin.
domatesli-borulce-corbasi-manisa-usulu,Domatesli Börülce Çorbası,corbalar,CORBA,tr,0,Haşlanmış börülce 1.5 su bardağı | Domates rendesi 1.5 su bardağı | Sarımsak 2 diş | Su 4 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Domatesi tencerede 4 dakika çevirin. || 2. Su ve börülceyi ekleyin. || 3. Çorbayı 12 dakika pişirin.,Börülceyi diri haşlamak çorbada formunu korumasını sağlar.,"Çorbayı ince uzun kaselere alıp yanına turşu tabağı koyun, küçük bir kase pul biber ayrı dursun."
domatesli-cokelek-durumu-bilecik-usulu,Bilecik Domatesli Çökelek Dürümü,hamur-isleri,KAHVALTI,tr,0,Lavaş 4 adet | Çökelek 200 gr | Domates 2 adet | Maydanoz 0.25 demet | Zeytinyağı 1 yemek kaşığı,"1. Domatesi küçük doğrayıp maydanozu ince kıyın. || 2. Çökeleği domates, maydanoz ve yağla karıştırın. || 3. Harci lavaşa sarıp tavada 4 dakika ısıtın.",Domatesin suyunu hafifçe almak dürümü toparlar.,"Kahvaltı tabağında domates, salatalık, yeşillik ve bir fincan sade kahveyle tamamlayın."
domatesli-cokelek-sikma-mersin-usulu,Domatesli Çökelek Sıkma,hamur-isleri,KAHVALTI,tr,0,Yufka 3 adet | Çökelek 180 gr | Domates 2 adet | Zeytinyağı 1 yemek kaşığı,1. İç harcı hazırlayın. || 2. Yufkayı sarın. || 3. Sıkmayı tavada 6 dakika ısıtın.,Domatesi küçük küp kesmek sıkmanın içinde düzenli bir dolgu sağlar.,"Kişi başı küçük tava, yanında taze maydanoz ve dilimlenmiş tereyağıyla geleneksel kahvaltı kurgula."
domatesli-etli-arpa-sehriye-tava-balikesir-usulu,Domatesli Etli Arpa Şehriye Tava,et-yemekleri,YEMEK,tr,0,Kuşbaşı dana eti 450 gr | Arpa şehriye 1.5 su bardağı | Domates rendesi 1.5 su bardağı | Su 2.5 su bardağı,1. Eti 6 dakika mühürleyin. || 2. Şehriye ve domatesi ekleyin. || 3. Suyla birlikte 12 dakika pişirin.,Eti önce yüksek ateşte çevirmek tavada daha derin bir lezzet oluşturur.,Sıcak servis edin.
domatesli-firik-pilavi-tekirdag-usulu,Domatesli Firik Pilavı,makarna-pilav,YEMEK,tr,0,Firik bulgur 1.5 su bardağı | Domates rendesi 1 su bardağı | Tereyağı 15 gr | Su 2.5 su bardağı,1. Firiki yağda çevirin. || 2. Domates ve suyu ekleyin. || 3. Pilavı 14 dakika pişirin.,Domates suyunu iyi çektirmek firikin isli tadını belirgin tutar.,"Yanına cacık ve közlenmiş biber, üstüne tereyağında kavrulmuş fıstıkla tabakta verin."
domatesli-kofte-toplari-balikesir-usulu,Domatesli Köfte Topları,et-yemekleri,YEMEK,tr,0,Kıyma 450 gr | Domates rendesi 1.5 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,1. Köfteleri hazırlayın. || 2. Tavada 4 dakika mühürleyin. || 3. Sosla 12 dakika pişirin.,Köfteleri küçük yapmak sosun içinde daha eşit pişmelerini sağlar.,Sıcak servis edin.
