slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
tereyagli-etli-bulgur-pilavi-ardahan-usulu,Tereyağlı Etli Bulgur Pilavı,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Pilavlık bulgur 1.5 su bardağı | Kuşbaşı dana eti 350 gr | Tereyağı 1.5 yemek kaşığı | Su 2.5 su bardağı,1. Eti 6 dakika mühürleyin. || 2. Bulgur ve suyu ekleyin. || 3. Tereyağıyla 12 dakika pişirin.
sarimsakli-cevizli-kabak-dip-igdir-usulu,Sarımsaklı Cevizli Kabak Dip,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Kabak 3 adet | Yoğurt 1 su bardağı | Ceviz 0.5 su bardağı | Sarımsak 1 diş,1. Kabağı 8 dakika haşlayın. || 2. Cevizi ince çekin. || 3. Tüm malzemeyi karıştırıp servis edin.
kusbasili-firikli-domates-tava-sanliurfa-usulu,Kuşbaşılı Firikli Domates Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuşbaşı dana eti 450 gr | Firik 1 su bardağı | Domates rendesi 1.5 su bardağı | Su 2.5 su bardağı,1. Eti 6 dakika mühürleyin. || 2. Firiği ve domatesi ekleyin. || 3. Suyla 12 dakika pişirin.
pekmezli-fistikli-kadayif-kup-gaziantep-usulu,Pekmezli Fıstıklı Kadayıf Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Kadayıf 200 gr | Üzüm pekmezi 3 yemek kaşığı | Antep fıstığı 0.5 su bardağı | Tereyağı 1 yemek kaşığı,1. Kadayıfı tereyağında 6 dakika kavurun. || 2. Kup içine pay edin. || 3. Pekmez ve fıstıkla tamamlayın.
tahinli-isotlu-koplenmis-biber-ezme-adiyaman-usulu,Tahinli İsotlu Köplenmiş Biber Ezme,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Köz kapya biber 3 adet | Tahin 2 yemek kaşığı | İsot 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı,1. Biberi doğrayın. || 2. Tahini ve isotu ekleyin. || 3. Kısa çekip servis edin.
tavuklu-bulgurlu-nohut-pilavi-siirt-usulu,Tavuklu Bulgurlu Nohut Pilavı,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Pilavlık bulgur 1.5 su bardağı | Tavuk göğsü 400 gr | Haşlanmış nohut 1 su bardağı | Su 2.5 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Bulgur ve suyu ekleyin. || 3. Nohutla birlikte 12 dakika pişirin.
firin-balikli-orzo-tava-yunan-usulu,Fırın Balıklı Orzo Tava,YEMEK,et-yemekleri,gr,3,4,few-steps;short-step,Beyaz balık fileto 400 gr | Orzo 1.5 su bardağı | Domates rendesi 1 su bardağı | Su 2.5 su bardağı,1. Orzoyu sosla hazırlayın. || 2. Balığı üstüne yerleştirin. || 3. Tepsiyi 20 dakika pişirin.
kaymakli-cevizli-pancar-tatlisi-mardin-usulu,Kaymaklı Cevizli Pancar Tatlısı,TATLI,tatlilar,tr,3,4,few-steps;short-step,Haşlanmış pancar 2 adet | Kaymak 0.5 su bardağı | Ceviz 0.5 su bardağı | Bal 2 yemek kaşığı,1. Pancarı ince dilimleyin. || 2. Kaymakla katmanlayın. || 3. Ceviz ve balla servis edin.
nohutlu-harira-kase-fas-usulu,Nohutlu Harira Kase,CORBA,corbalar,ma,3,4,few-steps;short-step,Haşlanmış nohut 2 su bardağı | Domates rendesi 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Baharatı kısa çevirin. || 2. Nohut ve domatesi ekleyin. || 3. Çorbayı 14 dakika pişirin.
uzo-limon-spritz-yunan-usulu,Uzo Limon Spritz,KOKTEYL,kokteyller,gr,3,4,few-steps;short-step,Uzo (likor) 0.5 su bardağı | Limon suyu 2 yemek kaşığı | Soda 1 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Uzo ve limonu ekleyin. || 3. Sodayla tamamlayın.
zeytinli-labneli-kahvalti-ekmegi-fas-usulu,Zeytinli Labneli Kahvaltı Ekmeği,KAHVALTI,kahvaltiliklar,ma,3,4,few-steps;short-step,Ekmek 4 dilim | Labne 150 gr | Zeytin 10 adet | Zeytinyağı 1 tatlı kaşığı,1. Ekmeği ısıtın. || 2. Labneyi sürün. || 3. Zeytinle servis edin.
siyah-fasulyeli-balkabagi-corbasi-brezilya-usulu,Siyah Fasulyeli Balkabağı Çorbası,CORBA,corbalar,br,3,4,few-steps;short-step,Balkabağı 500 gr | Haşlanmış siyah fasulye 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Kabağı 12 dakika pişirin. || 2. Fasulye ve kimyonu ekleyin. || 3. Çorbayı 8 dakika daha kaynatın.
hurmali-bademli-irmik-kup-fas-usulu,Hurmalı Bademli İrmik Kup,TATLI,tatlilar,ma,3,4,few-steps;short-step,İrmik 4 yemek kaşığı | Süt 2 su bardağı | Hurma 6 adet | Badem 0.5 su bardağı,1. İrmiği sütle 8 dakika pişirin. || 2. Hurmayı doğrayın. || 3. Bademle katmanlayıp soğutun.
peynirli-manyok-kase-brezilya-usulu,Peynirli Manyok Kase,KAHVALTI,kahvaltiliklar,br,3,4,few-steps;short-step,Manyok 400 gr | Kaşar peyniri 120 gr | Tereyağı 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,1. Manyoku 12 dakika haşlayın. || 2. Peyniri ekleyin. || 3. Sıcak karıştırıp servis edin.
kakaolu-muzlu-kup-brezilya-usulu,Kakaolu Muzlu Kup,TATLI,tatlilar,br,3,4,few-steps;short-step,Muz 3 adet | Kakao 2 yemek kaşığı | Yoğurt 2 su bardağı | Bal 2 yemek kaşığı,1. Yoğurdu kakaoyla karıştırın. || 2. Muzu dilimleyin. || 3. Kup içinde katmanlayıp servis edin.
hindistancevizli-yumurtali-tost-tayland-usulu,Hindistancevizli Yumurtalı Tost,KAHVALTI,kahvaltiliklar,th,3,4,few-steps;short-step,Ekmek 4 dilim | Yumurta 2 adet | Hindistancevizi rendesi 2 yemek kaşığı | Tereyağı 1 tatlı kaşığı,1. Yumurta karışımını hazırlayın. || 2. Ekmeği tavada 6 dakika pişirin. || 3. Hindistancevizi ile servis edin.
feslegenli-tavuklu-pirinc-tayland-usulu,Fesleğenli Tavuklu Pirinç,YEMEK,tavuk-yemekleri,th,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Fesleğen 0.5 demet | Su 3 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Pirinç ve suyu ekleyin. || 3. Fesleğenle 10 dakika pişirin.
mangolu-pirinc-kremasi-kup-tayland-usulu,Mangolu Pirinç Kreması Kup,TATLI,tatlilar,th,3,4,few-steps;short-step,Haşlanmış pirinç 1 su bardağı | Mango 2 adet | Hindistancevizi sütü 1 su bardağı | Şeker 2 yemek kaşığı,1. Pirinç kremasını 8 dakika pişirin. || 2. Mangoyu küp doğrayın. || 3. Kup içinde katmanlayın.
eksili-nohutlu-eriste-mersin-usulu,Mersin Ekşili Nohutlu Erişte,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Erişte 250 gr | Haşlanmış nohut 1.5 su bardağı | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Su 2 su bardağı,1. Erişteyi kısa haşlayın. || 2. Nohut ve suyu ekleyin. || 3. Limon suyuyla tamamlayıp servis edin.
misolu-yumurtali-pirinc-kase-japon-usulu,Misolu Yumurtalı Pirinç Kase,KAHVALTI,kahvaltiliklar,jp,3,4,few-steps;short-step,Haşlanmış pirinç 2 su bardağı | Yumurta 2 adet | Miso 1 yemek kaşığı | Su 0.5 su bardağı,1. Misoyu suda açın. || 2. Yumurtayı 4 dakika pişirin. || 3. Pirinçle birlikte servis edin.
mercimekli-domatesli-shorba-hindistan-usulu,Mercimekli Domatesli Shorba,CORBA,corbalar,in,3,4,few-steps;short-step,Kırmızı mercimek 1 su bardağı | Domates rendesi 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Baharatı kısa çevirin. || 2. Mercimek ve domatesi ekleyin. || 3. Çorbayı 14 dakika pişirin.
somonlu-sebzeli-udon-tava-japon-usulu,Somonlu Sebzeli Udon Tava,YEMEK,et-yemekleri,jp,3,4,few-steps;short-step,Udon eriştesi 300 gr | Somon fileto 350 gr | Soya sosu 2 yemek kaşığı | Kabak 1 adet,1. Sebzeyi 4 dakika çevirin. || 2. Udonu ve sosu ekleyin. || 3. Somonla birlikte 6 dakika pişirin.
matchali-armut-kup-japon-usulu,Matchalı Armut Kup,TATLI,tatlilar,jp,3,4,few-steps;short-step,Armut 2 adet | Yoğurt 2 su bardağı | Matcha 1 çay kaşığı | Bal 2 yemek kaşığı,1. Yoğurdu matcha ile karıştırın. || 2. Armutu dilimleyin. || 3. Kup içinde katmanlayın.
baharatli-yumurta-ekmegi-hindistan-usulu,Baharatlı Yumurta Ekmeği,KAHVALTI,kahvaltiliklar,in,3,4,few-steps;short-step,Ekmek 4 dilim | Yumurta 2 adet | Garam masala 0.5 çay kaşığı | Tereyağı 1 tatlı kaşığı,1. Yumurta karışımını hazırlayın. || 2. Ekmeği tavada 6 dakika pişirin. || 3. Sıcak servis edin.
tereyagli-tavuklu-pirinc-tava-hindistan-usulu,Tereyağlı Tavuklu Pirinç Tava,YEMEK,tavuk-yemekleri,in,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Tereyağı 2 yemek kaşığı | Su 3 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Pirinç ve suyu ekleyin. || 3. Tereyağı ile 10 dakika pişirin.
safranli-kaju-kheer-kup-hindistan-usulu,Safranlı Kaju Kheer Kup,TATLI,tatlilar,in,3,4,few-steps;short-step,Pirinç 0.5 su bardağı | Süt 3 su bardağı | Kaju 0.5 su bardağı | Safran 1 çimdik,1. Pirinci 10 dakika pişirin. || 2. Süt ve safranı ekleyin. || 3. Kaju ile soğutup servis edin.
nasu-dengaku-japon-izgara-usulu,Nasu Dengaku,YEMEK,sebze-yemekleri,jp,3,4,few-steps;short-step,Patlıcan 2 adet | Miso 2 yemek kaşığı | Bal 1 yemek kaşığı | Susam 1 tatlı kaşığı,1. Patlıcanı ortadan bölün. || 2. Miso sosunu üstüne sürün. || 3. Patlıcanı 190°C fırında 18 dakika pişirin.
red-bean-soup-cin-tatli-usulu,Red Bean Soup,TATLI,tatlilar,cn,3,4,few-steps;short-step,Kırmızı fasulye 1 su bardağı | Su 5 su bardağı | Şeker 0.5 su bardağı | Portakal kabuğu 1 şerit,1. Fasulyeyi suyla tencereye alın. || 2. Fasulyeyi 40 dakika pişirin. || 3. Şeker ekleyip 5 dakika daha kaynatın.
sesame-noodles-cin-soguk-usulu,Sesame Noodles,YEMEK,makarna-pilav,cn,3,4,few-steps;short-step,Erişte 300 gr | Tahin 2 yemek kaşığı | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı | Salatalık 1 adet,1. Erişteyi 7 dakika haşlayın. || 2. Sosu çırpıp erişteyle karıştırın. || 3. Salatalıkla tamamlayıp servis edin.
tavuklu-mantarli-kesme-makarna-zonguldak-usulu,Tavuklu Mantarlı Kesme Makarna,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kesme makarna 300 gr | Tavuk göğsü 400 gr | Mantar 250 gr | Su 3 su bardağı,1. Tavuğu 5 dakika soteleyin. || 2. Mantarı ve makarnayı ekleyin. || 3. Yemeği 12 dakika pişirin.
gyeran-jjim-kore-buhar-usulu,Gyeran Jjim,KAHVALTI,kahvaltiliklar,kr,3,4,few-steps;short-step,Yumurta 4 adet | Su 0.75 su bardağı | Taze soğan 1 dal | Tuz 0.25 çay kaşığı,1. Yumurtayı su ve tuzla çırpın. || 2. Karışımı kaba alın. || 3. Buharda 10 dakika pişirin.
jumeokbap-kore-piknik-usulu,Jumeokbap,KAHVALTI,kahvaltiliklar,kr,3,4,few-steps;short-step,Haşlanmış pirinç 3 su bardağı | Kavrulmuş yosun 2 adet | Susam 1 tatlı kaşığı | Susam yağı 1 tatlı kaşığı,1. Yosunu ufalayıp pirince ekleyin. || 2. Susam ve yağı karıştırın. || 3. Pirinci toplar yapıp servis edin.
pancarli-muhallebi-kup-istanbul-usulu,Pancarli Muhallebi Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Süt 3 su bardağı | Mısır nişastası 3 yemek kaşığı | Pancar suyu 0.25 su bardağı | Şeker 0.5 su bardağı | Vanilya 1 çimdik,1. Muhallebiyi koyulaştırın. || 2. Pancar suyunu ekleyin. || 3. Kup içinde soğutup servis edin.
gul-recelli-muhallebi-isparta-usulu,Gül Reçelli Muhallebi,TATLI,tatlilar,tr,3,4,few-steps;short-step,Süt 3 su bardağı | Mısır nişastası 3 yemek kaşığı | Şeker 0.5 su bardağı | Gül reçeli 4 yemek kaşığı,1. Muhallebiyi koyulaştırın. || 2. Kaselere pay edin. || 3. Gül reçeliyle servis edin.
narenciyeli-semizotu-salatasi-antalya-usulu,Narenciyeli Semizotu Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Semizotu 1 demet | Portakal 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Semizotunu yıkayın. || 2. Portakalı dilimleyin. || 3. Salatayı sosla birleştirip servis edin.
tahinli-muzlu-gozleme-alanya-usulu,Tahinli Muzlu Gözleme,KAHVALTI,hamur-isleri,tr,3,4,few-steps;short-step,Yufka 3 adet | Tahin 3 yemek kaşığı | Muz 2 adet,1. Muzu ince dilimleyin. || 2. Yufkaya tahin sürüp muz yerleştirin. || 3. Gözlemeyi 6 dakika pişirin.
pan-con-tomate-yumurtali-tost-ispanyol-usulu,Pan Con Tomate Yumurtalı Tost,KAHVALTI,kahvaltiliklar,es,3,4,few-steps;short-step,Ekmek 4 dilim | Domates rendesi 1 su bardağı | Yumurta 2 adet | Zeytinyağı 1 yemek kaşığı,1. Ekmeği kızartın. || 2. Domatesi üzerine yayın. || 3. Yumurta ile servis edin.
biberli-tavuk-pirinc-tava-ispanyol-usulu,Biberli Tavuk Pirinç Tava,YEMEK,tavuk-yemekleri,es,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Kırmızı biber 2 adet | Su 3 su bardağı | Safran 1 çimdik,1. Tavuğu 6 dakika soteleyin. || 2. Pirinç ve biberi ekleyin. || 3. Suyla birlikte 12 dakika pişirin.
crema-catalana-kavanozu-ispanyol-usulu,Crema Catalana Kavanozu,TATLI,tatlilar,es,3,4,few-steps;short-step,Süt 3 su bardağı | Yumurta sarısı 3 adet | Şeker 0.5 su bardağı | Vanilya 1 çimdik,1. Kremayı kısık ateşte pişirin. || 2. Kavanozlara pay edin. || 3. Soğutarak servis edin.
tostones-yumurta-tabagi-kuba-usulu,Tostones Yumurta Tabağı,KAHVALTI,kahvaltiliklar,cu,3,4,few-steps;short-step,Yeşil muz 2 adet | Yumurta 2 adet | Avokado 1 adet | Ayçiçek yağı 3 yemek kaşığı,1. Muzları dilimleyip kızartın. || 2. Tostonesları ezip tekrar kızartın. || 3. Yumurta ile servis edin.
siyah-fasulye-corbasi-kuba-usulu,Siyah Fasulye Çorbası,CORBA,corbalar,cu,3,4,few-steps;short-step,Haşlanmış siyah fasulye 2 su bardağı | Soğan 1 adet | Kimyon 0.5 çay kaşığı | Su 4 su bardağı,1. Soğanı kısa süre çevirin. || 2. Fasulye ve suyu ekleyin. || 3. Çorbayı 16 dakika pişirin.
guava-mojito-kuba-usulu,Guava Mojito,KOKTEYL,kokteyller,cu,3,4,few-steps;short-step,Rom 0.5 su bardağı | Guava püresi 0.25 su bardağı | Lime suyu 2 yemek kaşığı | Nane 0.25 demet | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Sıvıları ve naneyi ekleyin. || 3. Karıştırıp servis edin.
hurmali-susamli-irmik-kup-orta-dogu-usulu,Hurmalı Susamlı İrmik Kup,TATLI,tatlilar,me,3,4,few-steps;short-step,İrmik 4 yemek kaşığı | Süt 2 su bardağı | Hurma 8 adet | Susam 2 yemek kaşığı,1. İrmikli tabanı pişirin. || 2. Hurmayı çekin. || 3. Kup içinde katmanlayın.
