slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
cin-usulu-yumurtali-pilav,Çin Usulü Yumurtalı Pilav,YEMEK,makarna-pilav,cn,3,3,few-steps,Pişmiş pirinç 500 gr | Yumurta 3 adet | Bezelye 120 gr | Soya sosu 1 yemek kaşığı | Yeşil soğan 3 dal,1. Yumurtaları wokta 1 dakika karıştırarak pişirin. || 2. Pirinç ve bezelyeyi ekleyip 6 dakika kavurun. || 3. Soya sosu ve yeşil soğanı katıp 1 dakika daha çevirin.
enerji-toplari,Enerji Topları,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Hurma 12 adet | Yulaf ezmesi 1 su bardağı | Fındık 0.5 su bardağı | Kakao 3 yemek kaşığı,"1. Hurmaların çekirdeklerini çıkarın. || 2. Hurma, yulaf, fındık ve kakaoyu robottan geçirin. || 3. Karışımdan toplar yapıp kakaoya bulayın."
spaghetti-carbonara,Spaghetti Carbonara,YEMEK,makarna-pilav,it,4,3,few-steps,Spaghetti 400 gr | Yumurta sarısı 4 adet | Pecorino peyniri 80 gr | Dana pastırması 120 gr | Karabiber 1 çay kaşığı | Tuz 1 yemek kaşığı,"1. Makarnayı tuzlu suda 9-10 dakika haşlayın. || 2. Pastırmayı tavada 4 dakika kızartın. || 3. Yumurta sarısı, peynir ve karabiberi çırpın. || 4. Makarnayı tavaya alın, ocaktan çekip yumurta sosuyla karıştırın."
acili-eksili-corba,Acılı Ekşili Çorba,CORBA,corbalar,th,4,3,few-steps,Tofu 200 gr | Mantar 150 gr | Yumurta 1 adet | Soya sosu 2 yemek kaşığı | Pirinç sirkesi 3 yemek kaşığı,1. Mantar ve tofuyu suda 10 dakika kaynatın. || 2. Soya sosu ve sirkeyi ekleyin. || 3. Çırpılmış yumurtayı ince akıtarak çorbaya karıştırın. || 4. Çorbayı 3 dakika daha pişirin.
char-siu,Char Siu,YEMEK,et-yemekleri,cn,3,3,few-steps,Domuz bonfile 700 gr | Soya sosu 4 yemek kaşığı | Bal 3 yemek kaşığı | Susam yağı 1 yemek kaşığı | Beş baharat 1 çay kaşığı,"1. Eti soya sosu, bal, susam yağı ve baharatla 30 dakika marine edin. || 2. Eti 200°C fırında 25 dakika pişirin. || 3. Eti soslayıp 10 dakika daha fırınlayın."
icli-kofte,İçli Köfte,YEMEK,et-yemekleri,tr,4,3,few-steps,İnce bulgur 2 su bardağı | İrmik 0.5 su bardağı | Dana kıyma 300 gr | Soğan 2 adet | Ceviz 0.75 su bardağı,"1. Bulgur ve irmiği 15 dakika sıcak suyla bekletin. || 2. Kıyma, soğan ve cevizi 15 dakika kavurun. || 3. Dış harcı 10 dakika yoğurun. || 4. Köfteleri doldurup 6-8 dakika kızartın."
yuvalama-corbasi,Yuvalama Çorbası,CORBA,corbalar,tr,4,3,few-steps,Pirinç unu 1.5 su bardağı | Dana kıyma 250 gr | Nohut 1 su bardağı | Yoğurt 2 su bardağı | Yumurta 1 adet | Tereyağı 40 gr,1. Pirinç unu ve kıymayla minik köfteler yuvarlayın. || 2. Nohut ve köfteleri suda 35 dakika pişirin. || 3. Yoğurt ve yumurtayı çırpıp çorbaya ılıtarak ekleyin. || 4. Çorbayı 10 dakika kısık ateşte pişirin.
firinda-karniyarik,Fırında Karnıyarık,YEMEK,sebze-yemekleri,tr,4,3,few-steps,Patlıcan 4 adet | Dana kıyma 300 gr | Soğan 1 adet | Domates 2 adet | Yeşil biber 3 adet,"1. Patlıcanları kızgın yağda 8 dakika kızartın. || 2. Kıyma, soğan, domates ve biberi 15 dakika pişirin. || 3. Patlıcanları açıp harçla doldurun. || 4. 180°C fırında 25 dakika pişirin."
etli-ekmek,Etli Ekmek,YEMEK,hamur-isleri,tr,4,3,few-steps,Un 3 su bardağı | Kuru maya 1 tatlı kaşığı | Dana kıyma 400 gr | Domates 2 adet | Yeşil biber 3 adet,"1. Hamuru yoğurup 40 dakika mayalandırın. || 2. Kıyma, domates ve biberi karıştırın. || 3. Hamuru uzun açıp harcı ince yayın. || 4. 230°C fırında 12-15 dakika pişirin."
tantuni,Tantuni,YEMEK,et-yemekleri,tr,3,3,few-steps,Dana eti 600 gr | Lavaş 4 adet | Domates 2 adet | Soğan 1 adet | Sumak 1 tatlı kaşığı,1. Eti küçük doğrayıp 25 dakika haşlayın. || 2. Eti sacda baharatla 8 dakika çevirin. || 3. Lavaşı etin yağına değdirip doldurun.
ekmek-kadayifi,Ekmek Kadayıfı,TATLI,tatlilar,tr,4,3,few-steps,Ekmek kadayıfı 1 adet | Şeker 4 su bardağı | Su 4 su bardağı | Limon suyu 1 yemek kaşığı | Kaymak 250 gr,1. Kadayıf ekmeğini sıcak suyla 15 dakika yumuşatın. || 2. Şeker ve suyu 20 dakika kaynatın. || 3. Şerbeti ekmeğin üzerine gezdirip 35 dakika kısık ateşte pişirin. || 4. Soğuyunca kaymakla servis edin.
ayva-tatlisi,Ayva Tatlısı,TATLI,tatlilar,tr,4,3,few-steps,Ayva 4 adet | Şeker 1.5 su bardağı | Karanfil 4 adet | Kaymak 150 gr | Ceviz 0.5 su bardağı,"1. Ayvaları soyup ikiye bölün. || 2. Ayva, şeker, karanfil ve çekirdekleri tencereye alın. || 3. Kısık ateşte 60 dakika pişirin. || 4. Soğutup kaymak ve cevizle servis edin."
kabak-tatlisi,Kabak Tatlısı,TATLI,tatlilar,tr,3,3,few-steps,Bal kabağı 1 kg | Şeker 2 su bardağı | Tahin 4 yemek kaşığı | Ceviz 0.5 su bardağı,1. Kabağı dilimleyip şekerle 2 saat bekletin. || 2. Kabağı kısık ateşte 45-50 dakika pişirin. || 3. Soğuyunca tahin ve cevizle servis edin.
kars-ketesi,Kars Ketesi,KAHVALTI,kahvaltiliklar,tr,4,3,few-steps,Un 4 su bardağı | Süt 1 su bardağı | Tereyağı 150 gr | Un 1 su bardağı | Yumurta 1 adet,1. Hamur malzemelerini yoğurup 30 dakika dinlendirin. || 2. İç için unu tereyağında 8 dakika kavurun. || 3. Hamuru açıp içle kapatın. || 4. 190°C fırında 25-30 dakika pişirin.
portakalli-irmik-helvasi-antakya-usulu,Antakya Portakallı İrmik Helvası,TATLI,tatlilar,tr,3,3,few-steps,İrmik 1 su bardağı | Tereyağı 60 gr | Portakal suyu 1 su bardağı | Toz şeker 0.5 su bardağı,1. İrmiği tereyağında 8 dakika kavurun. || 2. Şeker ve portakal suyunu ekleyin. || 3. Helvayı toparlayıp ılık servis edin.
langos,Langos,APERATIF,hamur-isleri,hu,3,3,few-steps,Un 500 gr | Maya 7 gr | Ekşi krema 200 gr | Kaşar peyniri 150 gr,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru parçalara ayırıp açın. || 3. Kızgın yağda 3-4 dakika kızartıp krema ve peynirle servis edin."
sevketibostan-yemegi,Şevketibostan Yemeği,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Şevketibostan 700 gr | Kuzu kuşbaşı 300 gr | Zeytinyağı 60 ml | Limon suyu 3 yemek kaşığı,1. Kuzu etini zeytinyağında 10 dakika kavurun. || 2. Şevketibostanı ekleyip 30 dakika pişirin. || 3. Limon suyunu ekleyip 5 dakika daha pişirin.
picadillo-cubano,Picadillo Cubano,YEMEK,et-yemekleri,cu,3,3,few-steps,Dana kıyma 500 gr | Domates püresi 300 ml | Yeşil zeytin 80 gr | Kuru üzüm 50 gr | Soğan 1 adet,"1. Kıymayı soğanla 8 dakika kavurun. || 2. Domates püresi, zeytin ve kuru üzümü ekleyin. || 3. Kısık ateşte 20 dakika pişirin."
saksuka-izmir-usulu,Şakşuka,APERATIF,aperatifler,tr,3,3,few-steps,Patlıcan 2 adet | Kabak 2 adet | Domates 3 adet | Sarımsak 2 diş | Ayçiçek yağı 1 su bardağı | Zeytinyağı 2 yemek kaşığı | Tuz 1 çay kaşığı,"1. Patlıcan ve kabağı küp doğrayıp ayçiçek yağında kızartın. || 2. Domates, sarımsak, zeytinyağı ve tuzu 10 dakika pişirerek sos hazırlayın. || 3. Sebzeleri tabağa alıp domatesli sosla servis edin."
acili-ezme-guneydogu-usulu,Acılı Ezme,SALATA,salatalar,tr,3,3,few-steps,Domates 3 adet | Kapya biber 1 adet | Yeşil biber 2 adet | Kuru soğan 0.5 adet | Nar ekşisi 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı | Maydanoz 0.25 demet | Marul 4 yaprak,"1. Domates, biber, soğan ve maydanozu çok ince kıyın. || 2. Nar ekşisi ve zeytinyağı ekleyip karıştırın. || 3. Acılı ezmeyi marul yapraklarıyla soğuk servis edin."
dan-dan-noodle,Dan Dan Noodle,YEMEK,makarna-pilav,cn,3,3,few-steps,Buğday eriştesi 350 gr | Dana kıyma 250 gr | Soya sosu 2 yemek kaşığı | Tahin 2 yemek kaşığı | Acı yağ 1 yemek kaşığı,"1. Erişteyi haşlayıp 100 ml haşlama suyunu ayırın. || 2. Dana kıymayı 6 dakika kavurun. || 3. Soya sosu, tahin, acı yağ ve erişte suyunu karıştırıp erişteyle buluşturun."
koz-karnabahar-salatasi,Köz Karnabahar Salatası,SALATA,salatalar,ma,3,3,few-steps,Karnabahar 1 adet | Zeytinyağı 2 yemek kaşığı | Kimyon 1 çay kaşığı | Limon suyu 2 yemek kaşığı,1. Karnabaharı çiçeklere ayırıp yağ ve kimyonla harmanlayın. || 2. 220°C fırında 25 dakika közleyin. || 3. Limon suyuyla karıştırıp servis edin.
halloumi-izgara,Halloumi Izgara,APERATIF,aperatifler,gr,3,3,few-steps,Halloumi peyniri 300 gr | Zeytinyağı 1 yemek kaşığı | Limon 1 adet | Nane 8 yaprak,"1. Halloumi peynirini 1 cm dilimleyin. || 2. Izgara tavada her yüzünü 3 dakika pişirin. || 3. Zeytinyağı, limon ve nane ile servis edin."
canjica,Canjica,TATLI,tatlilar,tr,5,3,no-time,Beyaz mısır 400 gr | Süt 1 litre | Şeker 180 gr | Hindistan cevizi rendesi 80 gr,"1. Beyaz mısırı bir gece suda bekletin, sabah süzüp temizleyin. || 2. Mısırı tencerede yumuşayana kadar 60 dakika haşlayın. || 3. Süt ve şekeri ekleyip koyulaşana kadar 20 dakika pişirin. || 4. Hindistan cevizini karıştırıp tatlıyı 10 dakika dinlendirin. || 5. Canjica'yı ılık ya da soğuk servis edin."
chao-ga,Chao Ga,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Pirinç 1 su bardağı | Tavuk but 400 gr | Zencefil 20 gr | Taze soğan 2 dal,"1. Pirinç, tavuk ve zencefili tencereye alın. || 2. Bol suyla 55 dakika kısık ateşte pişirin. || 3. Tavuğu didikleyip lapanın içine karıştırın."
pirozhki,Pirozhki,APERATIF,hamur-isleri,ru,3,3,few-steps,Un 500 gr | Maya 7 gr | Süt 250 ml | Dana kıyma 350 gr | Soğan 1 adet,"1. Un, maya ve sütle hamur yoğurup 40 dakika mayalandırın. || 2. Kıymayı soğanla 10 dakika kavurun. || 3. Hamurları doldurup 190°C fırında 25 dakika pişirin."
firin-elmali-granola-bar,Fırın Elmalı Granola Bar,ATISTIRMALIK,atistirmaliklar,us,3,3,few-steps,Yulaf ezmesi 250 gr | Elma rendesi 2 adet | Bal 4 yemek kaşığı | Ceviz 70 gr,1. Tüm malzemeleri karıştırıp kalıba bastırın. || 2. 180°C fırında 25 dakika pişirin. || 3. Soğuduktan sonra dilimleyin.
hamsi-tava,Hamsi Tava,YEMEK,et-yemekleri,tr,3,3,few-steps,Hamsi 800 gr | Mısır unu 120 gr | Tuz 1 tatlı kaşığı | Sıvı yağ 4 yemek kaşığı,1. Hamsileri ayıklayıp yıkayın ve kurulayın. || 2. Mısır unu ve tuza bulayıp tavaya dizin. || 3. İki yüzünü toplam 12 dakika pişirin.
cuban-black-beans,Cuban Black Beans,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Siyah fasulye 500 gr | Yeşil biber 2 adet | Soğan 1 adet | Kimyon 1 tatlı kaşığı,"1. Fasulyeyi bir gece ıslatıp süzün. || 2. Fasulye, soğan ve biberi tencereye alın. || 3. Kısık ateşte 80 dakika pişirin."
soganli-yumurta-amasya-usulu,Amasya Soğanlı Yumurta,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Kuru soğan 2 adet | Yumurta 3 adet | Zeytinyağı 1 yemek kaşığı | Tuz 0.5 çay kaşığı | Karabiber 0.25 çay kaşığı,1. Soğanı yarım ay doğrayıp zeytinyağında 7 dakika yumuşatın. || 2. Tuz ve karabiber ekleyip yumurtaları üstüne kırın. || 3. Yumurtaları istediğiniz kıvama gelene kadar pişirip servis edin.
portakalli-tarcinli-irmik-kup-fas-usulu,Portakallı Tarçınlı İrmik Kup,TATLI,tatlilar,ma,3,3,few-steps,İrmik 1 su bardağı | Süt 3 su bardağı | Şeker 0.5 su bardağı | Portakal suyu 0.5 su bardağı | Tarçın 0.5 çay kaşığı,1. Sütlü tabanı 10 dakika pişirin. || 2. Portakal ve tarçını ekleyin. || 3. Kup içinde soğutarak servis edin.
caldo-verde-brasil,Caldo Verde Brasil,CORBA,corbalar,tr,3,3,few-steps,Patates 600 gr | Kara lahana 250 gr | Dana sucuk 200 gr | Soğan 1 adet,1. Patatesleri soğanla 25 dakika haşlayın. || 2. Patatesleri ezip lahanayı ekleyin. || 3. Sucuk dilimleriyle 10 dakika daha pişirin.
afyon-bukmesi,Afyon Bükmesi,YEMEK,hamur-isleri,tr,5,3,no-time,Un 500 gr | Haşhaş ezmesi 120 gr | Haşlanmış yeşil mercimek 250 gr | Soğan 1 adet,"1. Un ve suyla yumuşak hamur yoğurup üzerini kapatın, 20 dakika dinlendirin. || 2. Soğanı kavurun, haşlanmış mercimeği ekleyip iç harcı hazırlayın. || 3. Hamuru bezeler halinde açıp yüzeyine haşhaş ezmesi sürün. || 4. Mercimekli içi koyup rulo yapın, sonra bükme formu verin. || 5. Önceden 200°C ısıtılmış fırında 25-30 dakika pişirin."
pulled-pork-sandvic,Pulled Pork Sandviç,APERATIF,aperatifler,us,3,3,few-steps,Dana döş 1.5 kg | Barbekü sos 250 ml | Sandviç ekmeği 8 adet | Coleslaw 400 gr,1. Eti baharatla ovup kapalı kapta 4 saat pişirin. || 2. Eti çatalla didikleyip sosla karıştırın. || 3. Ekmeklere et ve coleslaw koyarak servis edin.
susamli-kraker,Susamlı Kraker,ATISTIRMALIK,atistirmaliklar,tr,3,3,few-steps,Un 180 gr | Zeytinyağı 3 yemek kaşığı | Susam 2 yemek kaşığı | Su 70 ml,1. Hamuru yoğurup ince açın. || 2. Kareler halinde kesip susam serpin. || 3. 190°C fırında 15 dakika pişirin.
arroz-congri,Arroz Congri,YEMEK,makarna-pilav,cu,3,3,few-steps,Pirinç 2 su bardağı | Siyah fasulye 1 su bardağı | Soğan 1 adet | Kimyon 1 çay kaşığı,"1. Soğanı zeytinyağında 5 dakika kavurun. || 2. Pirinç, fasulye ve baharatı ekleyin. || 3. Fasulye suyuyla 25 dakika pişirin."
cassoulet,Cassoulet,YEMEK,et-yemekleri,fr,3,3,few-steps,Kuru fasulye 500 gr | Ördek budu 4 adet | Dana sosis 300 gr | Domates püresi 250 ml,"1. Fasulyeyi bir gece ıslatıp süzün. || 2. Et, sosis ve fasulyeyi güvece alın. || 3. Kısık ısıda 2.5 saat pişirin."
mercimekli-koy-boregi-yozgat-usulu,Yozgat Mercimekli Köy Böreği,YEMEK,hamur-isleri,tr,3,3,few-steps,Un 4 su bardağı | Yoğurt 0.75 su bardağı | Yeşil mercimek 1.5 su bardağı | Kuru soğan 1 adet | Tereyağı 60 gr,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Mercimek ve soğanla iç harcı hazırlayın. || 3. Böreği tepsiye kurup 190°C fırında 30 dakika pişirin.
fatteh,Fatteh,KAHVALTI,kahvaltiliklar,me,3,3,few-steps,Haşlanmış nohut 400 gr | Pide ekmeği 2 adet | Yoğurt 400 gr | Tahin 2 yemek kaşığı | Sarımsak 2 diş,"1. Pide ekmeklerini küp doğrayıp 180°C fırında 8 dakika kızartın. || 2. Yoğurt, tahin ve ezilmiş sarımsağı çırpın. || 3. Nohut, ekmek ve yoğurt sosunu kat kat tabağa alın."
firinda-falafel-cipsi,Fırında Falafel Cipsi,ATISTIRMALIK,atistirmaliklar,me,3,3,few-steps,Haşlanmış nohut 350 gr | Maydanoz 0.5 demet | Kimyon 1 çay kaşığı | Tahin 1 yemek kaşığı,1. Nohut ve baharatları robottan geçirip harç yapın. || 2. Harcı yağlı kâğıda ince yayın. || 3. 200°C fırında 20 dakika pişirip kırarak servis edin.
rarakor-soslu-patates-isvec-usulu,Rårakor,ATISTIRMALIK,atistirmaliklar,se,4,3,few-steps,Patates 4 adet | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Patates malzemesini haşlayıp iyice ezin. || 2. Zeytinyağı ve Tuz malzemelerini kasede karıştırın. || 3. Patates ve Zeytinyağı karışımını pürüzsüz kıvama gelene kadar ezin. || 4. Patateslı mezeyi soğutup servis tabağına dikkatlice alın.
kuzu-tagine,Kuzu Tagine,YEMEK,et-yemekleri,ma,3,3,few-steps,Kuzu kuşbaşı 700 gr | Kuru kayısı 120 gr | Badem 70 gr | Tarçın 1 çubuk | Soğan 2 adet,1. Kuzu etini soğanla 8 dakika kavurun. || 2. Tarçın ve 400 ml su ekleyip 75 dakika pişirin. || 3. Kayısı ve bademi ekleyip 25 dakika daha pişirin.
oralet,Oralet,ICECEK,kahve-sicak-icecekler,tr,1,3,few-steps,Oralet tozu 2 yemek kaşığı | Sıcak su 200 ml,1. Sıcak suya oralet tozunu ekleyip karıştırın.
syrniki,Syrniki,KAHVALTI,kahvaltiliklar,ru,3,3,few-steps,Lor peyniri 400 gr | Yumurta 1 adet | Un 4 yemek kaşığı | Şeker 2 yemek kaşığı,"1. Lor, yumurta, un ve şekeri karıştırın. || 2. Küçük diskler hazırlayın. || 3. Tavada iki yüzünü 6 dakika pişirin."
balli-syrniki,Ballı Syrniki,KAHVALTI,kahvaltiliklar,ru,3,3,few-steps,Lor peyniri 350 gr | Yumurta 1 adet | Un 4 yemek kaşığı | Şeker 1 yemek kaşığı,"1. Lor, yumurta, un ve şekeri karıştırın. || 2. Küçük yuvarlaklar yapıp hafif unlayın. || 3. Tavada iki yüzünü kızartın."
dereotlu-olivier-salatasi,Dereotlu Olivier Salatası,SALATA,salatalar,ru,3,3,few-steps,Patates 400 gr | Havuç 2 adet | Bezelye 150 gr | Mayonez 5 yemek kaşığı | Kornişon turşusu 100 gr | Dereotu 0.25 demet,1. Patates ve havucu küp doğrayıp haşlayın. || 2. Bezelye ve küp doğranmış turşuyla karıştırın. || 3. Mayonez ve ince kıyılmış dereotuyla harmanlayıp soğutun.
simsir-coregi-kirsehir-usulu,Kırşehir Şimşir Çöreği,KAHVALTI,hamur-isleri,tr,3,3,few-steps,Un 4 su bardağı | Süt 1 su bardağı | Yumurta 1 adet | Tereyağı 60 gr | Instant maya 1 tatlı kaşığı,1. Hamuru yoğurup 20 dakika mayalandırın. || 2. Çöreğe şekil verip 15 dakika daha dinlendirin. || 3. Şimşir çöreğini 185°C fırında 25 dakika pişirin.
bo-ne-vietnam-usulu,Bò Né,KAHVALTI,kahvaltiliklar,vn,3,3,few-steps,Dana bonfile 300 gr | Yumurta 3 adet | Domates 2 adet | Soya sosu 1 yemek kaşığı | Baget ekmek 1 adet,1. Eti soya sosuyla marine edip 15 dakika dinlendirin. || 2. Döküm tavada eti mühürleyip domatesleri ekleyin. || 3. Yumurtaları kırıp bò néyi baget ekmekle sıcak servis edin.
muzlu-tapyoka-kup-vietnam-usulu,Muzlu Tapyoka Kup,TATLI,tatlilar,vn,3,3,few-steps,Tapyoka incisi 0.75 su bardağı | Muz 2 adet | Hindistancevizi sütü 1.5 su bardağı | Şeker 0.25 su bardağı,1. Tapyokayı 15 dakika pişirin. || 2. Muz ve hindistancevizi sütünü ekleyin. || 3. Kup içinde soğutarak servis edin.
sini-koftesi,Sini Köftesi,YEMEK,hamur-isleri,tr,3,3,few-steps,İnce bulgur 500 gr | Dana kıyma 500 gr | Soğan 2 adet | Ceviz 120 gr,"1. Bulguru sıcak suyla 20 dakika dinlendirin. || 2. Kıyma, soğan ve cevizle iç harç hazırlayın. || 3. Bulgur hamurunu tepsiye içle birlikte bastırıp 35 dakika pişirin."
smetanali-mantar-corbasi,Smetanalı Mantar Çorbası,CORBA,corbalar,hu,5,3,no-time,Mantar 400 gr | Soğan 1 adet | Ekşi krema 150 gr | Tatlı kırmızı toz biber 1 tatlı kaşığı,"1. Soğanı tencerede yumuşatın, mantarı ekleyip suyunu bırakıp çekene kadar soteleyin. || 2. Paprikayı ekleyip 30 saniye karıştırın, sonra su ilave edin. || 3. Çorbayı orta ateşte 15 dakika kaynatın. || 4. Ekşi kremayı bir kepçe suyla ılıştırıp tencereye ekleyin. || 5. Kesilmeden 2 dakika ısıtıp servis edin."
couscous-royal,Couscous Royal,YEMEK,makarna-pilav,ma,3,3,few-steps,Kuskus 500 gr | Kuzu eti 500 gr | Tavuk but 500 gr | Havuç 3 adet | Nohut 250 gr,1. Kuzu eti ve tavuk butu 50 dakika haşlayın. || 2. Havuç ve nohudu ekleyip 25 dakika pişirin. || 3. Kuskusu sıcak et suyuyla 10 dakika dinlendirip et ve sebzeyle servis edin.
rebujito-limon-fizz-ispanyol-usulu,Rebujito Limon Fizz,KOKTEYL,kokteyller,es,4,3,no-time,Beyaz şarap 0.5 su bardağı | Limon suyu 2 yemek kaşığı | Soda 1 su bardağı | Buz 1 su bardağı,"1. Yüksek bardağı buz ile doldurun, bardak iyice soğusun. || 2. Beyaz şarap ile limon suyunu bardağa döküp bir kez karıştırın. || 3. Sodayı yavaşça ekleyin, köpüğü söndürmeden içeceği uzatın. || 4. Karışımı hafifçe çevirip bekletmeden soğuk servis edin."
magrip-saksukasi,Mağrip Şakşukası,KAHVALTI,kahvaltiliklar,ma,3,3,few-steps,Yumurta 4 adet | Domates 5 adet | Kırmızı biber 2 adet | Kimyon 1 çay kaşığı | Ekmek 1 adet,"1. Domates, biber ve kimyonu tavada 12 dakika pişirin. || 2. Sosta yuvalar açıp yumurtaları kırın. || 3. Kapak kapatıp 6 dakika pişirin."
egg-drop-soup,Egg Drop Soup,CORBA,corbalar,cn,5,3,no-time,Tavuk suyu 1 litre | Yumurta 3 adet | Mısır nişastası 1 yemek kaşığı | Soya sosu 1 yemek kaşığı | Taze soğan 2 dal,"1. Tavuk suyunu soya sosuyla birlikte hafif kaynama noktasına getirin. || 2. Nişastayı az suyla açıp çorbaya ekleyin, 2 dakika pişirin. || 3. Yumurtaları ayrı kapta çırpın ve tencereye ince akıtarak dökün. || 4. Kaşıkla yavaşça bir tur çevirip yumurta şeritlerinin oluşmasını bekleyin. || 5. Taze soğan serpip hemen servis edin."
chawanmushi,Chawanmushi,APERATIF,aperatifler,jp,3,3,few-steps,Yumurta 3 adet | Dashi suyu 450 ml | Mantar 120 gr | Soya sosu 1 yemek kaşığı,1. Yumurta ve dashi suyunu çırpıp süzün. || 2. Mantarı kaselere paylaştırıp karışımı dökün. || 3. Kaseleri buharda 18 dakika pişirin.
revithokeftedes,Revithokeftedes,APERATIF,aperatifler,gr,3,3,few-steps,Haşlanmış nohut 500 gr | Un 3 yemek kaşığı | Maydanoz 0.5 demet | Sarımsak 2 diş,1. Nohudu ezip un ve yeşillikle yoğurun. || 2. Küçük köfteler hazırlayın. || 3. Köfteleri tavada 12-15 dakika kızartın.
