slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
cevizli-havuclu-labne-dip-bilecik-usulu,Cevizli Havuçlu Labne Dip,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Havuç 2 adet | Labne 200 gr | Ceviz 0.5 su bardağı | Zeytinyağı 1 tatlı kaşığı,1. Havucu 4 dakika çevirin. || 2. Cevizi ince çekin. || 3. Labne ile karıştırıp servis edin.
zeytinli-kirmizi-biber-salatasi-erdek-usulu,Zeytinli Kırmızı Biber Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Közlenmiş kırmızı biber 4 adet | Siyah zeytin 0.75 su bardağı | Sarımsak 1 diş | Zeytinyağı 2 yemek kaşığı,1. Biberleri şerit doğrayın. || 2. Zeytin ve sarımsağı ekleyin. || 3. Salatayı sosla tamamlayın.
dut-pekmezli-kete-kup-erzurum-usulu,Dut Pekmezli Kete Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Kete 2 adet | Dut pekmezi 3 yemek kaşığı | Kaymak 0.5 su bardağı | Süt 0.5 su bardağı,1. Keteyi iri kırın. || 2. Kaymaklı tabanı hazırlayın. || 3. Kup içinde pekmezle katmanlayın.
mors-frambuazli-rus-usulu,Frambuazlı Mors,ICECEK,icecekler,ru,3,4,no-time;short-step,Frambuaz 2 su bardağı | Su 4 su bardağı | Toz şeker 3 yemek kaşığı,1. Frambuaz ve suyu kaynatın. || 2. Şeker ekleyip 4 dakika pişirin. || 3. Süzüp soğutarak servis edin.
caglali-kurutlu-bulgur-salatasi-malatya-usulu,Çağlalı Kurutlu Bulgur Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,İnce bulgur 1.5 su bardağı | Çağla 8 adet | Kurut 1 adet | Sıcak su 1.5 su bardağı,1. Bulguru sıcak suyla ıslatın. || 2. Çağlayı ince doğrayın. || 3. Eritilmiş kurutla karıştırıp servis edin.
muzlu-kakaolu-tahin-kup-alanya-usulu,Alanya Muzlu Kakaolu Tahin Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Tahin 4 yemek kaşığı | Muz 2 adet | Kakao 1 yemek kaşığı | Bal 1 yemek kaşığı,1. Tahin ve kakaoyu karıştırın. || 2. Muzu dilimleyin. || 3. Kuplara kat kat koyup servis edin.
zahterli-susamli-yumurta-ekmegi-kilis-usulu,Zahterli Susamlı Yumurta Ekmeği,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Ekmek 4 dilim | Yumurta 2 adet | Zahter 1 tatlı kaşığı | Susam 1 yemek kaşığı,1. Yumurta karışımını çırpın. || 2. Ekmeği karışıma batırın. || 3. Tavada 6 dakika pişirin.
firikli-yesil-mercimekli-kuzu-tava-gaziantep-usulu,Firikli Yeşil Mercimekli Kuzu Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuşbaşı kuzu eti 450 gr | Firik 1 su bardağı | Haşlanmış yeşil mercimek 1 su bardağı | Su 2.5 su bardağı,1. Eti 6 dakika mühürleyin. || 2. Firik ve suyu ekleyin. || 3. Mercimekle birlikte 12 dakika pişirin.
sumakli-nohut-corbasi-mardin-usulu,Sumaklı Nohut Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Haşlanmış nohut 2 su bardağı | Sumak suyu 0.5 su bardağı | Soğan 1 adet | Su 4 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Nohut ve suyu ekleyin. || 3. Sumak suyuyla 10 dakika pişirin.
nar-eksili-kuru-domates-salatasi-diyarbakir-usulu,Nar Eksili Kuru Domates Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Kuru domates 8 adet | Nar ekşisi 2 yemek kaşığı | Maydanoz 0.5 demet | Zeytinyağı 1 yemek kaşığı,1. Kuru domatesi doğrayın. || 2. Sosu karıştırın. || 3. Maydanozla birleştirip servis edin.
hurmali-ekmek-tatlisi-kirklareli-usulu,Hurmalı Ekmek Tatlısı,TATLI,tatlilar,tr,3,4,few-steps;short-step,Bayat ekmek 4 dilim | Süt 2 su bardağı | Hurma 6 adet | Tarçın 0.25 çay kaşığı,1. Ekmeği parçalara ayırın. || 2. Süt ve hurmayı ekleyin. || 3. Tatlıyı 12 dakika pişirin.
pekmezli-cevizli-katmer-kup-sanliurfa-usulu,Pekmezli Cevizli Katmer Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Katmer 2 adet | Üzüm pekmezi 3 yemek kaşığı | Ceviz 0.5 su bardağı | Kaymak 0.5 su bardağı,1. Katmeri iri kırın. || 2. Kup içine kaymağı pay edin. || 3. Pekmez ve cevizle katmanlayın.
lorlu-zahterli-yumurta-pide-antalya-usulu,Lorlu Zahterli Yumurta Pide,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Pide hamuru 1 adet | Lor peyniri 120 gr | Yumurta 2 adet | Zahter 1 tatlı kaşığı,1. Hamuru açın. || 2. Lor ve zahteri yayın. || 3. Yumurtayla 16 dakika pişirin.
feslegenli-karpuz-salatasi-antalya-usulu,Fesleğenli Karpuz Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Karpuz 3 su bardağı | Beyaz peynir 100 gr | Fesleğen 0.25 demet | Zeytinyağı 1 tatlı kaşığı,1. Malzemeleri küp doğrayın. || 2. Bir kasede birleştirin. || 3. Salatayı hemen servis edin.
sakizli-kavun-kasesi-cesme-usulu,Sakızlı Kavun Kasesi,TATLI,tatlilar,tr,3,4,few-steps;short-step,Kavun 4 dilim | Yoğurt 1 su bardağı | Bal 2 yemek kaşığı | Damla sakızı 1 çimdik,1. Kavunu küp doğrayın. || 2. Yoğurtlu karışımı hazırlayın. || 3. Kase içinde soğuk servis edin.
kabakli-tarhana-corbasi-burdur-usulu,Kabaklı Tarhana Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Tarhana 4 yemek kaşığı | Kabak 2 adet | Nane 0.5 çay kaşığı | Su 5 su bardağı,1. Tarhanayı açın. || 2. Kabakla birlikte ekleyin. || 3. Çorbayı 14 dakika pişirin.
minzili-domates-tavasi-rize-usulu,Minzili Domates Tavası,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Domates 3 adet | Minzi peyniri 100 gr | Tereyağı 1 yemek kaşığı | Karabiber 0.25 çay kaşığı,1. Domatesi doğrayın. || 2. Tavada 4 dakika çevirin. || 3. Peyniri ekleyip servis edin.
narli-reyhanli-bulgur-salatasi-diyarbakir-usulu,Narlı Reyhanlı Bulgur Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,İnce bulgur 1 su bardağı | Nar taneleri 0.75 su bardağı | Reyhan 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Bulguru 10 dakika demleyin. || 2. Reyhanı kıyın. || 3. Narla karıştırıp servis edin.
isotlu-tava-eriste-siirt-usulu,İsotlu Tava Erişte,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Erişte 3 su bardağı | Tereyağı 2 yemek kaşığı | İsot 1 tatlı kaşığı | Ceviz 0.5 su bardağı,1. Erişteyi haşlayın. || 2. Tereyağını eritip isotla açın. || 3. Erişte ve cevizle karıştırın.
narli-turplu-maydanoz-salata-diyarbakir-usulu,Narlı Turplu Maydanoz Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Nar tanesi 1 su bardağı | Turp 3 adet | Maydanoz 0.5 demet | Limon suyu 1 yemek kaşığı,1. Turpu ince doğrayın. || 2. Maydanozu iri kıyın. || 3. Narla karıştırıp servis edin.
aji-panca-tavuk-tava-peru-usulu,Aji Panca Tavuk Tava,YEMEK,tavuk-yemekleri,pe,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Aji panca sos 2 yemek kaşığı | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,1. Tavuğu 6 dakika soteleyin. || 2. Soğanı ekleyin. || 3. Sosla birlikte 6 dakika pişirin.
avokadolu-narli-gavurdagi-salata-hatay-usulu,Avokadolu Narlı Gavurdağı Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Domates 3 adet | Avokado 1 adet | Nar taneleri 0.5 su bardağı | Ceviz 0.5 su bardağı,1. Malzemeleri küçük doğrayın. || 2. Sosu ekleyin. || 3. Karıştırıp servis edin.
somonlu-arpa-sehriye-tava-isvec-usulu,Somonlu Arpa Şehriye Tava,YEMEK,et-yemekleri,se,3,4,few-steps;short-step,Somon fileto 400 gr | Arpa şehriye 1.5 su bardağı | Dereotu 0.25 demet | Su 3 su bardağı,1. Şehriyeyi 2 dakika çevirin. || 2. Su ile pişirmeye başlayın. || 3. Somonla birlikte 10 dakika pişirin.
kakuleli-yabanmersinli-kup-isvec-usulu,Kakuleli Yabanmersinli Kup,TATLI,tatlilar,se,3,4,few-steps;short-step,Yoğurt 2 su bardağı | Yaban mersini 1 su bardağı | Bal 2 yemek kaşığı | Kakule 1 çimdik,1. Yoğurdu bal ile karıştırın. || 2. Kup içinde yaban mersiniyle katmanlayın. || 3. Kakule serperek servis edin.
hardalli-sari-bezelye-corbasi-isvec-usulu,Hardallı Sarı Bezelye Çorbası,CORBA,corbalar,se,3,4,few-steps;short-step,Haşlanmış sarı bezelye 2 su bardağı | Tane hardal 1 yemek kaşığı | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Bezelye ve suyu ekleyin. || 3. Hardalla birlikte 12 dakika pişirin.
tereyagli-mantar-eriste-erzurum-usulu,Tereyağlı Mantar Erişte,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Erişte 3 su bardağı | Kültür mantarı 300 gr | Tereyağı 2 yemek kaşığı | Karabiber 0.25 çay kaşığı,1. Erişteyi haşlayın. || 2. Mantarı 5 dakika soteleyin. || 3. Tereyağıyla erişteyi birleştirin.
nohutlu-harira-corbasi-fas-usulu,Nohutlu Harira Çorbası,CORBA,corbalar,ma,3,4,few-steps;short-step,Haşlanmış nohut 1 su bardağı | Kırmızı mercimek 0.5 su bardağı | Domates 3 adet | Kereviz sapı 1 dal | Un 1 yemek kaşığı,1. Sebzeleri 5 dakika çevirin. || 2. Bakliyat ve suyu ekleyin. || 3. Çorbayı 18 dakika pişirin.
dutlu-pestil-sarma-elazig-usulu,Dutlu Pestil Sarma,TATLI,tatlilar,tr,3,4,few-steps;short-step,Pestil 8 adet | Dut özü 3 yemek kaşığı | Ceviz 0.75 su bardağı,1. Cevizi iri çekin. || 2. Dut özüyle karıştırın. || 3. Pestili sarıp dilimleyin.
peynirli-biberiyeli-bazlama-isparta-usulu,Peynirli Biberiyeli Bazlama,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Bazlama 2 adet | Beyaz peynir 120 gr | Biberiye 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı,1. Bazlamayı ısıtın. || 2. Peyniri ve biberiyeyi ekleyin. || 3. Kısa pişirip servis edin.
visneli-syrniki-rus-usulu,Vişneli Syrniki,KAHVALTI,kahvaltiliklar,ru,3,4,few-steps;short-step,Lor peyniri 250 gr | Yumurta 1 adet | Un 3 yemek kaşığı | Vişne sosu 0.5 su bardağı,1. Hamuru hazırlayın. || 2. Küçük parçalar şekillendirin. || 3. Syrnikileri 8 dakika pişirin.
tvoroglu-biberli-tost-macar-usulu,Tvoroglu Biberli Tost,KAHVALTI,kahvaltiliklar,hu,3,4,few-steps;short-step,Ekmek 4 dilim | Tvorog peyniri 150 gr | Tatlı kırmızı biber 1 adet | Tereyağı 1 tatlı kaşığı,1. Ekmeği kızartın. || 2. Peynir ve biberi hazırlayın. || 3. Üzerine pay edip servis edin.
etli-nohutlu-kuskus-tava-osmaniye-usulu,Etli Nohutlu Kuskus Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Dana kuşbaşı 400 gr | Haşlanmış nohut 1 su bardağı | Kuskus 1.5 su bardağı | Su 2.5 su bardağı,1. Eti 6 dakika mühürleyin. || 2. Nohut ve kuskusu ekleyin. || 3. Yemeği 12 dakika pişirin.
paprikali-fasulye-corbasi-macar-usulu,Paprikalı Fasulye Çorbası,CORBA,corbalar,hu,3,4,few-steps;short-step,Haşlanmış kuru fasulye 2 su bardağı | Tatlı kırmızı biber 1 yemek kaşığı | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Biberi ekleyin. || 3. Fasulyeyle 12 dakika pişirin.
domatesli-yesil-mercimek-corbasi-konya-usulu,Domatesli Yeşil Mercimek Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Yeşil mercimek 1 su bardağı | Domates rendesi 1 su bardağı | Nane 0.5 çay kaşığı | Su 5 su bardağı,1. Mercimeği 14 dakika pişirin. || 2. Domatesi ekleyin. || 3. Çorbayı 6 dakika daha pişirin.
erikli-hashasli-irmik-kup-macar-usulu,Erikli Haşhaşlı İrmik Kup,TATLI,tatlilar,hu,3,4,few-steps;short-step,İrmik 4 yemek kaşığı | Süt 2 su bardağı | Erik 4 adet | Haşhaş 1 yemek kaşığı,1. İrmikli tabanı 8 dakika pişirin. || 2. Erikleri kısa süre çevirin. || 3. Kup içinde katmanlayın.
kayisili-froccs-macar-usulu,Kayısılı Fröccs,KOKTEYL,kokteyller,hu,3,4,few-steps;short-step,Beyaz şarap 0.5 su bardağı | Kayısı püresi 0.25 su bardağı | Soda 1 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Şarap ve püreyi ekleyin. || 3. Sodayla tamamlayın.
koz-patlicanli-kuzu-kapama-urfa-usulu,Köz Patlıcanlı Kuzu Kapama,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuşbaşı kuzu eti 500 gr | Patlıcan 3 adet | Sarımsak 2 diş | Tereyağı 1 yemek kaşığı | Pul biber 0.5 çay kaşığı,1. Eti 10 dakika mühürleyin. || 2. Patlıcanları közleyip ezin. || 3. Etle birlikte 10 dakika daha pişirin.
ostsmorgas-isvec-usulu,Ostsmörgås,KAHVALTI,kahvaltiliklar,se,3,4,few-steps;short-step,Ekmek dilimi 2 adet | Peynir 80 gr | Tereyağı 10 gr,1. Ekmeğe tereyağı sürün. || 2. Peyniri üzerine yerleştirin. || 3. Tostlayıp servis edin.
otlu-kasarli-yufka-tostu-van-usulu,Otlu Kaşarlı Yufka Tostu,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Yufka 2 adet | Otlu peynir 100 gr | Kaşar peyniri 80 gr | Tereyağı 1 tatlı kaşığı,1. İç harcı pay edin. || 2. Yufkayı kapatın. || 3. Tavada 6 dakika pişirin.
hardal-soslu-tavuk-pie-tepsi-ingiltere-usulu,Hardal Soslu Tavuk Pie Tepsi,YEMEK,hamur-isleri,gb,3,4,few-steps;short-step,Milföy hamuru 6 adet | Tavuk göğsü 400 gr | Hardal sosu 2 yemek kaşığı | Krema 0.5 su bardağı,1. İç harcı 8 dakika pişirin. || 2. Tepsiye yayın ve kapatın. || 3. Pieyi 24 dakika pişirin.
otlu-yumurta-banh-mi-vietnam-usulu,Otlu Yumurta Banh Mi,KAHVALTI,kahvaltiliklar,vn,3,4,few-steps;short-step,Baget 1 adet | Yumurta 2 adet | Salatalık 0.5 adet | Nane 0.25 demet | Kişniş 0.25 demet,1. Yumurtayı pişirin. || 2. Ekmeği açın. || 3. Otlarla doldurup servis edin.
pancarli-barszcz-corbasi-polonya-usulu,Pancarlı Barszcz Çorbası,CORBA,corbalar,pl,3,4,few-steps;short-step,Pancar 3 adet | Sarımsak 2 diş | Sebze suyu 5 su bardağı | Elma sirkesi 1 yemek kaşığı,1. Pancarı ince dilimleyin. || 2. Tüm malzemeyi tencereye alın. || 3. Çorbayı 20 dakika pişirin.
raventli-vanilyali-trifle-kup-ingiltere-usulu,Raventli Vanilyalı Trifle Kup,TATLI,tatlilar,gb,3,4,few-steps;short-step,Ravent 300 gr | Vanilyalı krema 1.5 su bardağı | Kek küpü 2 su bardağı | Şeker 2 yemek kaşığı,1. Raventi 5 dakika pişirin. || 2. Kup tabanına keki pay edin. || 3. Krema ve raventle katmanlayın.
pancarli-elma-corba-polonya-usulu,Pancarlı Elma Çorba,CORBA,corbalar,pl,3,4,few-steps;short-step,Pancar 3 adet | Elma 1 adet | Dereotu 0.25 demet | Su 5 su bardağı,1. Pancarı 15 dakika haşlayın. || 2. Elmayı ekleyin. || 3. Çorbayı 4 dakika daha pişirin.
kuzukulakli-patates-corbasi-polonya-usulu,Kuzukulağılı Patates Çorbası,CORBA,corbalar,pl,3,4,few-steps;short-step,Patates 2 adet | Kuzukulağı 1 demet | Soğan 1 adet | Su 5 su bardağı,1. Soğanı 4 dakika çevirin. || 2. Patates ve suyu ekleyin. || 3. Kuzukulağıyla 8 dakika pişirin.
panzanella-italyan-yaz-usulu,Panzanella,SALATA,salatalar,it,3,4,few-steps;short-step,Bayat ekmek 4 dilim | Domates 4 adet | Salatalık 1 adet | Fesleğen 0.25 demet | Zeytinyağı 2 yemek kaşığı,1. Ekmeği küp doğrayın. || 2. Sebzeleri sosla karıştırın. || 3. Ekmeği ekleyip servis edin.
sosisli-arpali-lahana-tava-polonya-usulu,Sosisli Arpalı Lahana Tava,YEMEK,et-yemekleri,pl,3,4,few-steps;short-step,Lahana 300 gr | Arpa 1 su bardağı | Sosis 250 gr | Su 2.5 su bardağı,1. Sosisi 4 dakika çevirin. || 2. Lahana ve arpayı ekleyin. || 3. Suyla birlikte 12 dakika pişirin.
elmali-hashasli-kek-kup-polonya-usulu,Elmalı Haşhaşlı Kek Kup,TATLI,tatlilar,pl,3,4,few-steps;short-step,Kek küpü 2 su bardağı | Elma 1 adet | Krema 1 su bardağı | Haşhaş 1 yemek kaşığı,1. Elmayı küçük doğrayın. || 2. Kup içine keki pay edin. || 3. Krema ve haşhaşla katmanlayın.
bal-kabakli-hindistancevizli-corba-avustralya-usulu,Bal Kabaklı Hindistancevizli Çorba,CORBA,corbalar,au,3,4,few-steps;short-step,Balkabağı 500 gr | Hindistancevizi sütü 1 su bardağı | Taze zencefil 1 tatlı kaşığı | Su 3 su bardağı,1. Kabağı tencereye alın. || 2. 14 dakika pişirin. || 3. Hindistancevizi sütüyle çekip servis edin.
bulgurlu-kabak-cicegi-dolmasi-antalya-usulu,Bulgurlu Kabak Çiçeği Dolması,YEMEK,sebze-yemekleri,tr,3,4,few-steps;short-step,Kabak çiçeği 12 adet | İnce bulgur 0.75 su bardağı | Maydanoz 0.25 demet | Domates 1 adet | Zeytinyağı 1 yemek kaşığı,1. İç harcı hazırlayın. || 2. Çiçekleri doldurup tencereye dizin. || 3. Dolmaları 16 dakika pişirin.
karamel-biberli-tavuk-pirinci-vietnam-usulu,Karamel Biberli Tavuk Pirinci,YEMEK,tavuk-yemekleri,vn,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Şeker 1 yemek kaşığı | Karabiber 1 çay kaşığı,1. Şekeri tavada karamelize edin. || 2. Tavuğu ekleyip 6 dakika pişirin. || 3. Pirinçle birlikte servis edin.
mangolu-tapyoka-kup-vietnam-usulu,Mangolu Tapyoka Kup,TATLI,tatlilar,vn,3,4,few-steps;short-step,Tapyoka incisi 0.5 su bardağı | Mango 2 adet | Hindistancevizi sütü 1 su bardağı | Şeker 2 yemek kaşığı,1. Tapyokayı 12 dakika pişirin. || 2. Mangoyu küp doğrayın. || 3. Kup içinde hindistancevizi sütüyle birleştirin.
pekmezli-findikli-armut-kup-ordu-usulu,Pekmezli Fındıklı Armut Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Armut 3 adet | Üzüm pekmezi 3 yemek kaşığı | Fındık 0.5 su bardağı | Yoğurt 1 su bardağı,1. Yoğurdu kup tabanına pay edin. || 2. Armutu dilimleyin. || 3. Pekmez ve fındıkla tamamlayın.
otlu-pancar-mucveri-van-gol-usulu,Van Otlu Pancar Mücveri,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Pancar 2 adet | Yumurta 1 adet | Un 0.5 su bardağı | Taze ot karışımı 0.5 demet | Sıvı yağ 3 yemek kaşığı,1. Pancarı rendeleyip suyunu sıkın. || 2. Malzemeleri karıştırın. || 3. Mücverleri toplam 6 dakika kızartın.
peynirli-biberli-firikli-gozleme-kahramanmaras-usulu,Peynirli Biberli Firikli Gözleme,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Un 2 su bardağı | Firik 1 su bardağı | Beyaz peynir 150 gr | Kapya biber 1 adet,1. Firiği 8 dakika haşlayın. || 2. Hamuru açıp içi pay edin. || 3. Gözlemeyi 10 dakika pişirin.
peynirli-kavrulmus-misir-ekmegi-samsun-usulu,Peynirli Kavrulmuş Mısır Ekmeği,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Mısır ekmeği 4 dilim | Kaşar peyniri 120 gr | Tereyağı 1 yemek kaşığı | Pul biber 0.25 çay kaşığı,1. Ekmeği tavada 4 dakika ısıtın. || 2. Peyniri üstüne pay edin. || 3. Kısa eritirip servis edin.
peynirli-kekikli-katmer-kilis-usulu,Peynirli Kekikli Katmer,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Un 2 su bardağı | Beyaz peynir 150 gr | Kekik 1 tatlı kaşığı | Zeytinyağı 2 yemek kaşığı,1. Hamuru açın. || 2. Peynirli içi yayın. || 3. Katmeri 12 dakika pişirin.
peynirli-mantarli-rulo-borek-sakarya-usulu,Peynirli Mantarlı Rulo Börek,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Yufka 4 adet | Mantar 300 gr | Beyaz peynir 150 gr | Zeytinyağı 2 yemek kaşığı,1. Mantarı 6 dakika soteleyin. || 2. Yufkaları harçla sarın. || 3. Böreği 22 dakika pişirin.
last-word,Last Word,KOKTEYL,kokteyller,us,3,4,few-steps;short-step,Cin 25 ml | Yeşil Chartreuse 25 ml | Maraschino likörü 25 ml | Lime suyu 25 ml,1. Tüm malzemeleri buzla shakera koyun. || 2. Shakerı 12 saniye çalkalayın. || 3. Kokteyli soğuk bardağa süzün.
peynirli-pazili-tava-boregi-balikesir-usulu,Peynirli Pazılı Tava Böreği,KAHVALTI,hamur-isleri,tr,3,4,few-steps;short-step,Yufka 2 adet | Pazı 150 gr | Beyaz peynir 150 gr | Zeytinyağı 2 yemek kaşığı,1. Pazı ve peyniri karıştırın. || 2. Yufkaları harçla kapatın. || 3. Böreği tavada 10 dakika pişirin.
pirasali-patates-bulyon-ingiltere-usulu,Pırasalı Patates Bulyon,CORBA,corbalar,gb,3,4,few-steps;short-step,Pırasa 2 adet | Patates 2 adet | Sebze suyu 5 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Pırasayı 4 dakika çevirin. || 2. Patates ve suyu ekleyin. || 3. Çorbayı 14 dakika pişirin.
pirasali-patates-corbasi-ingiltere-usulu,Pırasalı Patates Çorbası,CORBA,corbalar,gb,3,4,few-steps;short-step,Pırasa 2 adet | Patates 2 adet | Krema 0.5 su bardağı | Su 5 su bardağı,1. Pırasayı 4 dakika çevirin. || 2. Patatesi ekleyin. || 3. Çorbayı 16 dakika pişirin.
