slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
fideua-ispanya-usulu,Fideua,YEMEK,makarna-pilav,es,3,4,few-steps;short-step,Kısa erişte 300 gr | Karides 200 gr | Balık suyu 2 su bardağı | Domates püresi 0.5 su bardağı | Zeytinyağı 1 yemek kaşığı,1. Erişteyi yağda kısa çevirin. || 2. Domates ve suyu ekleyin. || 3. Karidesi katıp 15 dakika pişirin.
muhallebili-elma-tatlisi-kastamonu-usulu,Muhallebili Elma Tatlısı,TATLI,tatlilar,tr,3,4,few-steps;short-step,Elma 3 adet | Süt 2 su bardağı | Mısır nişastası 2 yemek kaşığı | Tarçın 0.25 çay kaşığı,1. Muhallebiyi 8 dakika pişirin. || 2. Elmayı kısa yumuşatın. || 3. Katmanlayıp soğutun.
firin-patatesli-testi-tava-nevsehir-usulu,Fırın Patatesli Testi Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuşbaşı dana eti 500 gr | Patates 3 adet | Domates 2 adet | Biber 2 adet | Su 1 su bardağı,1. Malzemeleri tepsiye alın. || 2. Baharat ve suyu ekleyin. || 3. 28 dakika pişirin.
fistikli-irmik-kurabiye-kilis-usulu,Fıstıklı İrmik Kurabiye,TATLI,tatlilar,tr,3,4,few-steps;short-step,İrmik 1 su bardağı | Un 1 su bardağı | Antep fıstığı 0.5 su bardağı | Tereyağı 80 gr | Şeker 0.5 su bardağı,1. Malzemeleri yoğurun. || 2. Kurabiyeleri şekillendirin. || 3. 16 dakika pişirin.
erikli-yogurt-asi-igdir-usulu,Iğdır Erikli Yoğurt Aşı,CORBA,corbalar,tr,3,4,few-steps;short-step,Aşurelik buğday 0.75 su bardağı | Yoğurt 1.5 su bardağı | Kırmızı erik 4 adet | Nane 1 çay kaşığı,1. Buğdayı 18 dakika haşlayın. || 2. Yoğurdu ılıştırıp tencereye ekleyin. || 3. Eriği ve naneyi katıp servis edin.
semizotlu-nohut-corbasi-manisa-usulu,Semizotlu Nohut Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Haşlanmış nohut 2 su bardağı | Semizotu 1 demet | Sarımsak 2 diş | Su 5 su bardağı,1. Sarımsağı kısa çevirin. || 2. Nohut ve suyu ekleyin. || 3. Semizotuyla 8 dakika pişirin.
domatesli-lorlu-kirik-borek-denizli-usulu,Domatesli Lorlu Kırık Börek,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Yufka 4 adet | Domates 3 adet | Lor peyniri 180 gr | Zeytinyağı 2 yemek kaşığı,1. İç harcı hazırlayın. || 2. Yufkayı kırarak tepsiye yerleştirin. || 3. Böreği 20 dakika pişirin.
cauliflower-cheese-pie-ingiliz-firin-usulu,Cauliflower Cheese Pie,YEMEK,hamur-isleri,gb,3,4,few-steps;short-step,Kiş hamuru 1 adet | Karnabahar 1 küçük baş | Cheddar peyniri 150 gr | Süt 1 su bardağı | Tereyağı 20 gr,1. Karnabaharı 6 dakika haşlayın. || 2. Peynirli içi hazırlayıp hamura yerleştirin. || 3. Pie'ı 24 dakika pişirin.
fistikli-katmer-kup-gaziantep-usulu,Fıstıklı Katmer Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Katmer 2 adet | Kaymak 1 su bardağı | Antep fıstığı 0.5 su bardağı | Bal 2 yemek kaşığı,1. Katmeri 6 dakika ısıtın. || 2. Kaymak ve balı karıştırın. || 3. Katmer parçalarını kup içinde katmanlayın.
limon-mersinli-tavuk-pirinci-tava-avustralya-usulu,Limon Mersinli Tavuk Pirinci Tava,YEMEK,tavuk-yemekleri,au,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Limon mersini 1 çay kaşığı | Su 3 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Pirinç ve suyu ekleyin. || 3. Limon mersiniyle 12 dakika pişirin.
tahinli-kapya-biber-dip-urla-usulu,Tahinli Kapya Biber Dip,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Kapya biber 3 adet | Tahin 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Sarımsak 1 diş,1. Biberi 6 dakika közleyin. || 2. Malzemeleri çekin. || 3. Dip olarak servis edin.
zeytin-ezmeli-kasarli-simit-tostu-bursa-usulu,Zeytin Ezmeli Kaşarlı Simit Tostu,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Simit 2 adet | Zeytin ezmesi 2 yemek kaşığı | Kaşar peyniri 120 gr | Tereyağı 1 tatlı kaşığı,1. Simidi ortadan açın. || 2. İçini doldurun. || 3. Tostu 6 dakika pişirin.
kerevizli-havuclu-yogurt-corbasi-edirne-usulu,Kerevizli Havuçlu Yoğurt Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Kereviz 1 adet | Havuç 2 adet | Yoğurt 1 su bardağı | Su 5 su bardağı,1. Sebzeleri 12 dakika pişirin. || 2. Yoğurdu ılıştırın. || 3. Çorbaya ekleyip servis edin.
uskumrulu-bulgur-pilavi-canakkale-usulu,Uskumrulu Bulgur Pilavı,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Uskumru fileto 300 gr | Pilavlık bulgur 1.5 su bardağı | Soğan 1 adet | Su 3 su bardağı,1. Soğanı 3 dakika çevirin. || 2. Bulgur ve suyu ekleyin. || 3. Uskumru ile 12 dakika pişirin.
frenk-soganli-twarog-kase-polonya-usulu,Frenk Soğanlı Twarog Kase,KAHVALTI,kahvaltiliklar,pl,3,4,few-steps;short-step,Twarog peyniri 180 gr | Frenk soğanı 0.25 demet | Ekmek küpü 1 su bardağı | Zeytinyağı 1 tatlı kaşığı,1. Peyniri çırpın. || 2. Frenk soğanını doğrayın. || 3. Ekmekle birleştirip servis edin.
pekmezli-cevizli-helva-kasesi-batman-usulu,Pekmezli Cevizli Helva Kasesi,TATLI,tatlilar,tr,3,4,few-steps;short-step,Un 1 su bardağı | Pekmez 0.5 su bardağı | Ceviz 0.75 su bardağı | Ayçiçek yağı 3 yemek kaşığı | Su 1 su bardağı,1. Unu yağda 5 dakika kavurun. || 2. Suyla toparlayın. || 3. Pekmez ve cevizi ekleyin.
goi-xoai-vietnam-usulu,Gỏi Xoài,SALATA,salatalar,vn,3,4,few-steps;short-step,Yeşil mango 2 adet | Taze nane 0.25 demet | Kişniş 0.25 demet | Lime suyu 2 yemek kaşığı,1. Mangoyu ince jülyen doğrayın. || 2. Otları ve lime suyunu ekleyip karıştırın. || 3. Salatayı soğuk servis edin.
sernik-na-zimno-cilekli-polonya-usulu,Sernik na Zimno,TATLI,tatlilar,pl,3,4,few-steps;short-step,Labne 300 gr | Krema 1 su bardağı | Kedi dili bisküvi 1 paket | Çilek 250 gr | Şeker 0.5 su bardağı,1. Tabanı kalıba dizin. || 2. Peynirli dolguyu hazırlayıp kalıba yayın. || 3. Çilekle tamamlayıp soğutun.
chiles-rellenos-meksika-usulu,Chiles Rellenos,APERATIF,aperatifler,mx,3,4,few-steps;short-step,Büyük yeşil biber 4 adet | Kaşar peyniri 150 gr | Un 0.5 su bardağı | Yumurta 2 adet | Sıvı yağ 1 su bardağı,1. Biberleri közleyip soyun. || 2. Peynirle doldurup paneleyin. || 3. Biberleri toplam 6 dakika kızartın.
mihlamali-mantarli-tost-trabzon-usulu,Mıhlamalı Mantarlı Tost,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Köy ekmeği 4 dilim | Kolot peyniri 160 gr | Mantar 250 gr | Tereyağı 1 yemek kaşığı,1. Mantarı 5 dakika soteleyin. || 2. Ekmeği kızartın. || 3. Peynirle birleştirip servis edin.
toast-skagen-patates-kase-isvec-usulu,Toast Skagen Patates Kâsesi,APERATIF,aperatifler,se,3,4,few-steps;short-step,Patates 4 adet | Karides 200 gr | Mayonez 2 yemek kaşığı | Ekşi krema 2 yemek kaşığı | Dereotu 0.25 demet,1. Patatesleri haşlayıp ortalarını açın. || 2. Karidesli karışımı hazırlayın. || 3. Patatesleri doldurup servis edin.
findikli-ayva-muhallebisi-rize-usulu,Fındıklı Ayva Muhallebisi,TATLI,tatlilar,tr,3,4,few-steps;short-step,Ayva 2 adet | Süt 2 su bardağı | Mısır nişastası 2 yemek kaşığı | Fındık 0.5 su bardağı,1. Muhallebiyi 8 dakika pişirin. || 2. Ayvayı kısa süre yumuşatın. || 3. Fındıkla birlikte soğutup servis edin.
kestaneli-sutlu-irmik-tatli-bursa-usulu,Kestaneli Sütlü İrmik Tatlı,TATLI,tatlilar,tr,3,4,few-steps;short-step,İrmik 4 yemek kaşığı | Süt 3 su bardağı | Haşlanmış kestane 1 su bardağı | Şeker 3 yemek kaşığı,1. İrmiği sütle 8 dakika pişirin. || 2. Kestaneyi ekleyin. || 3. Soğutup servis edin.
tursulu-patates-salata-sinop-usulu,Turşulu Patates Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Patates 3 adet | Kornişon turşu 6 adet | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Patatesi 12 dakika haşlayın. || 2. Turşuyu küçük doğrayın. || 3. Tüm malzemeyi karıştırıp servis edin.
peynirli-fasulye-diblesi-samsun-usulu,Peynirli Fasulye Diblesi,YEMEK,sebze-yemekleri,tr,3,4,few-steps;short-step,Taze fasulye 500 gr | Pirinç 1 su bardağı | Beyaz peynir 120 gr | Su 2 su bardağı,1. Fasulyeyi 5 dakika çevirin. || 2. Pirinç ve suyu ekleyin. || 3. Peynirle birlikte 12 dakika pişirin.
peynirli-maydanozlu-kol-boregi-sakarya-usulu,Peynirli Maydanozlu Kol Böreği,YEMEK,hamur-isleri,tr,3,4,few-steps;short-step,Yufka 4 adet | Beyaz peynir 180 gr | Maydanoz 0.5 demet | Zeytinyağı 2 yemek kaşığı,1. İç harcı hazırlayın. || 2. Yufkayı rulo sarın. || 3. Böreği 24 dakika pişirin.
stroganoff-dana-kasesi-rus-usulu,Stroganoff Dana Kasesi,YEMEK,et-yemekleri,ru,3,4,few-steps;short-step,Dana jülyen 500 gr | Mantar 250 gr | Krema 1 su bardağı | Soğan 1 adet | Tereyağı 1 yemek kaşığı,1. Eti 6 dakika mühürleyin. || 2. Mantar ve soğanı ekleyin. || 3. Krema ile 6 dakika daha pişirin.
yogurtlu-findikli-biber-dip-bartin-usulu,Yoğurtlu Fındıklı Biber Dip,APERATIF,aperatifler,tr,3,4,few-steps;short-step,Köz kapya biber 3 adet | Süzme yoğurt 1 su bardağı | Fındık 0.5 su bardağı | Sarımsak 1 diş,1. Biberi doğrayın. || 2. Fındığı ince çekin. || 3. Tüm malzemeyi karıştırıp servis edin.
kuru-elma-pekmezli-kek-kastamonu-usulu,Kuru Elma Pekmezli Kek,TATLI,tatlilar,tr,3,4,few-steps;short-step,Un 2 su bardağı | Kuru elma 1 su bardağı | Üzüm pekmezi 0.5 su bardağı | Yumurta 2 adet,1. Kek harcını hazırlayın. || 2. Elmayı içine pay edin. || 3. Keki 24 dakika pişirin.
domatesli-kofte-toplari-balikesir-usulu,Domatesli Köfte Topları,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kıyma 450 gr | Domates rendesi 1.5 su bardağı | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı,1. Köfteleri hazırlayın. || 2. Tavada 4 dakika mühürleyin. || 3. Sosla 12 dakika pişirin.
tavuklu-limonlu-firik-pilavi-mersin-usulu,Tavuklu Limonlu Firik Pilavı,YEMEK,makarna-pilav,tr,3,4,few-steps;short-step,Firik bulguru 1.5 su bardağı | Tavuk göğsü 450 gr | Limon suyu 2 yemek kaşığı | Su 3 su bardağı,1. Tavuğu 5 dakika soteleyin. || 2. Firiki ve suyu ekleyin. || 3. Pilavı 15 dakika pişirin.
hardalli-luferli-patates-tepsi-canakkale-usulu,Hardallı Lüferli Patates Tepsi,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Lüfer fileto 500 gr | Patates 3 adet | Tane hardal 1 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Patatesi ince dilimleyin. || 2. Tepsiyi kurup lüferi yerleştirin. || 3. Yemeği 24 dakika pişirin.
sumakli-soganli-tavuk-tepsi-orta-dogu-usulu,Sumaklı Tavuk Tepsi,YEMEK,tavuk-yemekleri,me,3,4,few-steps;short-step,Tavuk but 700 gr | Soğan 2 adet | Sumak 1 tatlı kaşığı | Zeytinyağı 2 yemek kaşığı,1. Malzemeleri tepsiye alın. || 2. Baharatlayın. || 3. 24 dakika pişirin.
portakalli-irmik-keki-adana-usulu,Portakallı İrmik Keki,TATLI,tatlilar,tr,3,4,few-steps;short-step,İrmik 1 su bardağı | Un 1 su bardağı | Yoğurt 1 su bardağı | Yumurta 2 adet | Portakal kabuğu 1 yemek kaşığı,1. Kek harcını karıştırın. || 2. Kalıba dökün. || 3. Keki 24 dakika pişirin.
sakizli-bademli-sutlac-cesme-usulu,Sakızlı Bademli Sütlaç,TATLI,tatlilar,tr,3,4,few-steps;short-step,Pirinç 0.5 su bardağı | Süt 4 su bardağı | Badem 0.5 su bardağı | Damla sakızı 1 çimdik,1. Pirinci 10 dakika haşlayın. || 2. Sütle birlikte koyulaştırın. || 3. Bademle soğutup servis edin.
hashasli-pancar-salatasi-afyon-usulu,Haşhaşlı Pancar Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Haşlanmış pancar 2 adet | Yoğurt 1.5 su bardağı | Haşhaş 2 yemek kaşığı | Sarımsak 1 diş,1. Pancarı rendeleyin. || 2. Yoğurtlu sosu hazırlayın. || 3. Haşhaşla karıştırıp servis edin.
hashasli-tahinli-revani-kup-afyon-usulu,Haşhaşlı Tahinli Revani Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Revani 2 adet | Tahin 3 yemek kaşığı | Haşhaş 1 yemek kaşığı | Krema 1 su bardağı,1. Revanileri küp kesin. || 2. Kremayı tahinle karıştırın. || 3. Kup içinde haşhaşla katmanlayın.
hibiscus-paloma-meksika-usulu,Hibiscus Paloma,KOKTEYL,kokteyller,mx,3,4,few-steps;short-step,Tekila 1 su bardağı | Hibiscus şurubu 0.5 su bardağı | Greyfurt suyu 1 su bardağı | Soda 0.5 su bardağı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Sıvıları ekleyip karıştırın. || 3. Kokteyli hemen servis edin.
hindistancevizli-tavuklu-pirinc-tava-brezilya-usulu,Hindistancevizli Tavuklu Pirinç Tava,YEMEK,tavuk-yemekleri,br,3,4,few-steps;short-step,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Hindistancevizi sütü 1 su bardağı | Su 2 su bardağı,1. Tavuğu 6 dakika soteleyin. || 2. Pirinç ve suyu ekleyin. || 3. Hindistancevizi sütüyle 10 dakika pişirin.
borulceli-koruklu-fennel-salata-urla-usulu,Börülceli Koruklu Fennel Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Haşlanmış börülce 2 su bardağı | Rezene 1 adet | Koruk suyu 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Börülceyi süzün. || 2. Rezeneyi ince doğrayın. || 3. Koruk suyuyla karıştırıp servis edin.
ca-ri-ga-vietnam-usulu,Cà Ri Gà,YEMEK,tavuk-yemekleri,vn,3,4,few-steps;short-step,Tavuk but 700 gr | Hindistan cevizi sütü 1.5 su bardağı | Köri 1 yemek kaşığı | Patates 2 adet | Havuç 2 adet,1. Tavuğu 6 dakika mühürleyin. || 2. Sebze ve sos malzemelerini ekleyin. || 3. Yemeği 18 dakika pişirin.
narenciyeli-cin-tonik-antalya-usulu,Narenciyeli Cin Tonik,KOKTEYL,kokteyller,tr,3,4,few-steps;short-step,Cin 0.5 su bardağı | Tonik 1 su bardağı | Turunç suyu 2 yemek kaşığı | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Cini ve turunç suyunu ekleyin. || 3. Tonikle tamamlayın.
pastirmali-biberli-yumurta-ekmegi-kayseri-usulu,Pastırmalı Biberli Yumurta Ekmeği,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Ekmek 4 dilim | Yumurta 2 adet | Pastırma 80 gr | Yeşil biber 2 adet,1. Yumurta karışımını hazırlayın. || 2. Biber ve pastırmayı kısa çevirin. || 3. Ekmeği birlikte pişirin.
tandir-ekmeginde-kavurmali-yumurta-van-usulu,Tandır Ekmeğinde Kavurmalı Yumurta,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Tandır ekmeği 4 dilim | Dana kavurma 200 gr | Yumurta 4 adet | Tereyağı 20 gr,1. Kavurmayı tavada 4 dakika ısıtın. || 2. Yumurtaları ekleyip pişirin. || 3. Ekmeğin üstünde servis edin.
kuzu-etli-eristeli-nohut-tava-sivas-usulu,Kuzu Etli Erişteli Nohut Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuzu kuşbaşı 400 gr | Nohut 1 su bardağı | Erişte 200 gr | Su 3 su bardağı,1. Kuzuyu 8 dakika mühürleyin. || 2. Nohut ve suyu ekleyin. || 3. Erişteyle 8 dakika pişirin.
incirli-yulaf-kup-aydin-usulu,İncirli Yulaf Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Yulaf 1 su bardağı | Yoğurt 2 su bardağı | İncir 5 adet | Bal 2 yemek kaşığı,1. Yoğurt ve yulafı karıştırın. || 2. İnciri doğrayın. || 3. Kup içinde katmanlayın.
naan,Naan,YEMEK,hamur-isleri,in,4,4,few-steps;short-step,Un 3 su bardağı | Yoğurt 0.75 su bardağı | Kuru maya 1 tatlı kaşığı | Süt 0.5 su bardağı | Tereyağı 40 gr,"1. Un, yoğurt, maya ve sütle hamur yoğurun. || 2. Hamuru 40 dakika mayalandırın. || 3. Bezeleri açıp sıcak tavada her yüzünü 2 dakika pişirin. || 4. Tereyağı sürüp servis edin."
incirli-misir-irmigi-kup-aydin-usulu,İncirli Mısır İrmiği Kup,TATLI,tatlilar,tr,3,4,few-steps;short-step,Mısır irmiği 4 yemek kaşığı | Süt 2 su bardağı | Kuru incir 4 adet | Bal 2 yemek kaşığı,1. İrmiği sütle 8 dakika pişirin. || 2. İnciri küçük doğrayın. || 3. Kup içinde katmanlayıp soğutun.
hashasli-armutlu-revani-afyon-usulu,Haşhaşlı Armutlu Revani,TATLI,tatlilar,tr,3,4,few-steps;short-step,İrmik 1 su bardağı | Un 1 su bardağı | Yumurta 2 adet | Armut 2 adet | Haşhaş 2 yemek kaşığı,1. Kek harcını hazırlayın. || 2. Armutu içine pay edin. || 3. Revanıyı 24 dakika pişirin.
kekikli-dana-arpacik-tava-denizli-usulu,Kekikli Dana Arpacık Tava,YEMEK,et-yemekleri,tr,3,4,few-steps;short-step,Kuşbaşı dana eti 450 gr | Arpacık soğan 12 adet | Kekik 1 tatlı kaşığı | Zeytinyağı 2 yemek kaşığı,1. Eti 6 dakika mühürleyin. || 2. Soğanı ekleyin. || 3. Kekikle birlikte 10 dakika pişirin.
placki-z-cukinii-polonya-usulu,Placki z Cukinii,APERATIF,aperatifler,pl,3,4,few-steps;short-step,Kabak 3 adet | Un 0.75 su bardağı | Yumurta 1 adet | Dereotu 0.25 demet | Sıvı yağ 3 yemek kaşığı,1. Kabağı rendeleyip suyunu sıkın. || 2. Hamuru hazırlayın. || 3. Mücverleri tavada 8 dakika kızartın.
kasarli-ispanakli-gurme-tost-bursa-usulu,Kaşarlı Ispanaklı Gurme Tost,KAHVALTI,kahvaltiliklar,tr,3,4,few-steps;short-step,Köy ekmeği 4 dilim | Kaşar peyniri 150 gr | Ispanak 150 gr | Tereyağı 1 tatlı kaşığı,1. Ispanağı 3 dakika çevirin. || 2. Ekmeği hazırlayın. || 3. Kaşarla birlikte tost edin.
pimms-cup-ingiliz-usulu,Pimm's Cup,KOKTEYL,kokteyller,gb,3,4,few-steps;short-step,Pimm's likörü 50 ml | Limonata 120 ml | Salatalık 4 dilim | Buz 1 su bardağı,1. Bardağı buzla doldurun. || 2. Pimm's ve limonatayı ekleyin. || 3. Salatalık dilimleriyle karıştırıp servis edin.
yogurtlu-pirasa-corbasi-edirne-usulu,Yoğurtlu Pırasa Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Pırasa 2 adet | Yoğurt 1 su bardağı | Yumurta 1 adet | Un 1 yemek kaşığı,1. Pırasayı 8 dakika pişirin. || 2. Terbiyeyi hazırlayın. || 3. Çorbayı 6 dakika daha pişirin.
yogurtlu-bulgurlu-sebze-salatasi-ankara-usulu,Yoğurtlu Bulgurlu Sebze Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,İnce bulgur 1 su bardağı | Yoğurt 1.5 su bardağı | Salatalık 1 adet | Havuç 1 adet,1. Bulguru 10 dakika demleyin. || 2. Sebzeleri doğrayın. || 3. Yoğurtla karıştırıp servis edin.
izgara-sardalyali-arapsaci-salatasi-izmir-korfez-usulu,Izgara Sardalyalı Arapsaçı Salatası,SALATA,salatalar,tr,3,4,few-steps;short-step,Sardalya fileto 250 gr | Arapsaçı 150 gr | Limon suyu 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,1. Sardalyayı 4 dakika pişirin. || 2. Arapsaçını iri doğrayın. || 3. Salatayı limonla birleştirip servis edin.
uskumrulu-patates-salata-canakkale-usulu,Uskumrulu Patates Salata,SALATA,salatalar,tr,3,4,few-steps;short-step,Uskumru fileto 250 gr | Patates 3 adet | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Patatesi 12 dakika haşlayın. || 2. Uskumruyu parçalara ayırın. || 3. Dereotuyla karıştırıp servis edin.
kabakli-yesil-mercimek-corbasi-aydin-usulu,Kabaklı Yeşil Mercimek Çorbası,CORBA,corbalar,tr,3,4,few-steps;short-step,Yeşil mercimek 1 su bardağı | Kabak 2 adet | Nane 0.5 çay kaşığı | Su 5 su bardağı,1. Mercimeği 14 dakika pişirin. || 2. Kabağı ekleyin. || 3. Nane ile 6 dakika daha pişirin.
turron-yogurt-kup-ispanya-usulu,İspanya Turron Yoğurt Kup,TATLI,tatlilar,es,3,4,few-steps;short-step,Yoğurt 2 su bardağı | Turron 120 gr | Bal 1 yemek kaşığı | Portakal kabuğu rendesi 0.5 çay kaşığı,1. Yoğurt ve balı karıştırın. || 2. Turronu küçük parçalara ayırın. || 3. Kuplara kat kat doldurup soğuk servis edin.
limonlu-nohutlu-semizotu-mersin-usulu,Mersin Limonlu Nohutlu Semizotu,SALATA,salatalar,tr,3,4,few-steps;short-step,Semizotu 1 demet | Haşlanmış nohut 1 su bardağı | Limon suyu 1.5 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Semizotunu ayıklayıp kurutun. || 2. Nohut ve sos malzemelerini ekleyin. || 3. Karıştırıp hemen servis edin.
bees-knees,Bee's Knees,KOKTEYL,kokteyller,us,3,4,few-steps;short-step,Cin 60 ml | Limon suyu 25 ml | Bal şurubu 20 ml | Buz 1 su bardağı,"1. Cin, limon suyu ve bal şurubunu shakera alın. || 2. Buzla 12 saniye çalkalayın. || 3. Soğuk bardağa süzün."
