slug,title,type,category,cuisine,stepCount,score,issues,ingredients_tr,current_steps_tr
bal-katli-medovik-kup-rus-usulu,Bal Katlı Medovik Kup,TATLI,tatlilar,ru,4,3,few-steps,Bal aromalı kek küpü 2 su bardağı | Krema 1 su bardağı | Bal 2 yemek kaşığı,1. Bal aromali kek küplerini kup bardak tabanina paylaştırın. || 2. Kremayi hafif koyulaşana kadar çırpıp bal ile tatlandirin. || 3. Katlari kek ve krema şeklinde iki kez tekrarlayin. || 4. Kup tatlıyı 1 saat soğutup servis edin.
capirotada-meksika-usulu,Capirotada,TATLI,tatlilar,mx,3,3,few-steps,Bayat ekmek 6 dilim | Şeker 0.5 su bardağı | Tarçın 0.5 çay kaşığı | Ceviz 0.5 su bardağı | Süt 1 su bardağı,"1. Şeker, tarçın ve sütle şurup hazırlayın. || 2. Ekmeği ve cevizi kat kat dizin. || 3. Tatlıyı 180°C fırında 20 dakika pişirin."
maqluba,Maqluba,YEMEK,makarna-pilav,me,3,3,few-steps,Kuzu kuşbaşı 600 gr | Pirinç 2 su bardağı | Patlıcan 2 adet | Karnabahar 400 gr | Yoğurt 2 su bardağı,"1. Eti 30 dakika haşlayın; patlıcan ve karnabaharı kızartın. || 2. Tencereye sebze, et ve pirinci kat kat dizin, et suyuyla 25 dakika pişirin. || 3. 10 dakika dinlendirip geniş tabağa ters çevirin."
hindistancevizli-flan-kup-kuba-usulu,Hindistancevizli Flan Kup,TATLI,tatlilar,cu,4,3,few-steps,Süt 2 su bardağı | Yumurta 2 adet | Şeker 0.5 su bardağı | Hindistancevizi rendesi 2 yemek kaşığı,"1. Süt, yumurta, seker ve Hindistancevizini pürüzsüz çırpın. || 2. Karışımı kup kalıplarina paylaştırıp tepsiye yerleştirin. || 3. Flanı benmari içinde 160°C fırında 30-35 dakika pişirin. || 4. Flanlari tamamen soğutup kup içinde servis edin."
oruk-kebabi-kilis-usulu,Oruk Kebabı,YEMEK,et-yemekleri,tr,3,3,few-steps,Dana kıyma 500 gr | İnce bulgur 0.75 su bardağı | Soğan 1 adet | Pul biber 1 tatlı kaşığı | Tuz 1 çay kaşığı,1. Bulguru ıslatıp kıymayla yoğurun. || 2. Harca soğan ve baharatı ekleyin. || 3. Kebabı şişte toplam 12 dakika pişirin.
bourbon-cherry-smash-amerikan-usulu,Bourbon Cherry Smash,KOKTEYL,kokteyller,us,4,3,no-time,Viski 0.5 su bardağı | Vişne suyu 0.25 su bardağı | Limon suyu 2 yemek kaşığı | Buz 1 su bardağı,"1. Shaker'a viski, visne suyu ve limon suyunu alın. || 2. Buzu ekleyip karışımı 15 saniye kuvvetlice çalkalayın. || 3. İçeceği soğuk bardaga süzüp bekletmeden servis edin. || 4. Kokteyli çok soğuk halde sunun."
solyanka-rus-usulu,Solyanka,CORBA,corbalar,ru,3,3,few-steps,Dana eti 250 gr | Salam 100 gr | Kornişon 4 adet | Domates püresi 0.75 su bardağı | Su 4 su bardağı,1. Et ve salamı tencerede 6 dakika çevirin. || 2. Domates püresi ve suyu ekleyin. || 3. Turşuyu katıp 20 dakika pişirin.
barramundi-paket-avustralya-usulu,Barramundi Paket,YEMEK,et-yemekleri,au,3,3,few-steps,Barramundi fileto 500 gr | Limon 1 adet | Dereotu 0.25 demet | Zeytinyağı 1 yemek kaşığı,1. Balığı kâğıda yerleştirin. || 2. Limon ve otları üstüne ekleyip paketi kapatın. || 3. Paketi 190°C fırında 18 dakika pişirin.
papa-a-la-huancaina-peru-usulu,Papa a la Huancaína,APERATIF,aperatifler,pe,3,3,few-steps,Patates 4 adet | Beyaz peynir 120 gr | Sarı biber 1 adet | Kraker 4 adet | Süt 0.5 su bardağı,1. Patatesleri haşlayın. || 2. Sos malzemelerini rondoda pürüzsüz çekin. || 3. Patateslerin üstüne sos gezdirip servis edin.
sumakli-sogan-salatasi-sanliurfa-usulu,Sumaklı Soğan Salatası,SALATA,salatalar,tr,3,3,few-steps,Kırmızı soğan 2 adet | Sumak 1 yemek kaşığı | Nar ekşisi 1 yemek kaşığı | Maydanoz 0.25 demet | Tuz 0.5 çay kaşığı,1. Soğanı ince piyaz doğrayın. || 2. Soğanı sumak ve tuzla ovun. || 3. Diğer malzemeleri ekleyip servis edin.
sumakli-tavuk-sis-salatasi-adana-usulu,Adana Sumaklı Tavuk Şiş Salatası,SALATA,salatalar,tr,3,3,few-steps,Tavuk göğsü 500 gr | Kuru soğan 1 adet | Sumak 1 tatlı kaşığı | Marul 1 küçük adet | Zeytinyağı 1 yemek kaşığı,1. Tavuğu şişleyip 10 dakika pişirin. || 2. Soğanı sumakla ovun. || 3. Malzemeleri salata olarak birleştirip servis edin.
biberli-cevizli-ekmek-asi-hatay-usulu,Hatay Biberli Cevizli Ekmek Aşı,APERATIF,aperatifler,tr,4,3,no-time,Bayat ekmek 4 dilim | Biber salçası 1.5 yemek kaşığı | Ceviz 0.5 su bardağı | Zeytinyağı 1.5 yemek kaşığı | Su 1 su bardağı,1. Biber salçasını yağda 1-2 dakika çevirerek kokusunu açın. || 2. Suyu ve cevizi ekleyip kısa bir taşım kaynatın. || 3. Bayat ekmeği iri lokmalar halinde doğrayıp sosa alın. || 4. Ekmek sosu çekince karıştırıp meze gibi servis edin.
tarcinli-etli-erik-tavasi-mardin-usulu,Mardin Tarçınlı Etli Erik Tavası,YEMEK,et-yemekleri,tr,3,3,few-steps,Kuzu kuşbaşı 500 gr | Kuru erik 10 adet | Soğan 1 adet | Tarçın 0.5 çay kaşığı | Su 1 su bardağı,1. Eti ve soğanı tavada 8 dakika mühürleyin. || 2. Su ekleyip eti 15 dakika pişirin. || 3. Erik ve tarçını katıp 7 dakika daha pişirin.
lorlu-pancar-ezme-kirsehir-usulu,Lorlu Pancar Ezme,APERATIF,aperatifler,tr,4,3,no-time,Haşlanmış pancar 2 adet | Lor peyniri 150 gr | Sarımsak 1 diş | Zeytinyağı 1 tatlı kaşığı,"1. Haşlanmış pancari rendeleyin, sarımsağı ezin. || 2. Lor peyniri, pancar ve sarımsağı bir kapta karıştırın. || 3. Zeytinyağını ekleyip pürüzlü bir ezme kıvamı verin. || 4. Mezeyi kısa süre dinlendirip soğuk sunun."
tahinli-yesil-mercimek-salatasi-konya-usulu,Konya Tahinli Yeşil Mercimek Salatası,SALATA,salatalar,tr,3,3,few-steps,Yeşil mercimek 1 su bardağı | Tahin 2 yemek kaşığı | Limon suyu 1.5 yemek kaşığı | Maydanoz 0.5 demet | Su 4 su bardağı,1. Mercimeği yumuşayana kadar haşlayın. || 2. Tahin ve limon suyunu az suyla açın. || 3. Mercimeği maydanozla karıştırıp soslayarak servis edin.
uzumlu-dugun-pilavi-nevsehir-usulu,Nevşehir Üzümlü Düğün Pilavı,YEMEK,makarna-pilav,tr,3,3,few-steps,Pirinç 1.5 su bardağı | Kuş üzümü 2 yemek kaşığı | Tereyağı 25 gr | Su 2.25 su bardağı,1. Pirinci tereyağında 3 dakika çevirin. || 2. Üzüm ve suyu ekleyin. || 3. Pilavı 15 dakika pişirip demlendirin.
kiraz-yaprakli-kofte-malatya-usulu,Malatya Kiraz Yapraklı Köfte,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,İnce bulgur 1.5 su bardağı | Un 0.5 su bardağı | Kiraz yaprağı 12 adet | Domates salçası 1 tatlı kaşığı | Su 3 su bardağı,1. Bulgur ve unla küçük köfteler hazırlayın. || 2. Kiraz yapraklarını kısa haşlayıp tencereye dizin. || 3. Köfteleri salçalı suda 15 dakika pişirin.
isotlu-yogurtlu-yumurta-ekmegi-gaziantep-usulu,İsotlu Yoğurtlu Yumurta Ekmeği,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Ekmek 4 dilim | Yumurta 2 adet | Yoğurt 0.5 su bardağı | İsot 1 tatlı kaşığı,1. Yumurta karışımını hazırlayın. || 2. Ekmeği tavada 6 dakika pişirin. || 3. Yoğurt ve isotla servis edin.
tereyagli-etli-bulgur-pilavi-ardahan-usulu,Tereyağlı Etli Bulgur Pilavı,YEMEK,makarna-pilav,tr,4,3,few-steps,Pilavlık bulgur 1.5 su bardağı | Kuşbaşı dana eti 350 gr | Tereyağı 1.5 yemek kaşığı | Su 2.5 su bardağı,"1. Kusbasi dana etini tavada 6 dakika mühürleyin. || 2. Tereyağını ekleyip bulguru ete katın, 2 dakika kavurun. || 3. Suyu ilave edip pilavı kısık ateşte 15 dakika pişirin. || 4. Pilavı 10 dakika dinlendirip sıcak servis edin."
kusbasili-firikli-domates-tava-sanliurfa-usulu,Kuşbaşılı Firikli Domates Tava,YEMEK,et-yemekleri,tr,4,3,few-steps,Kuşbaşı dana eti 450 gr | Firik 1 su bardağı | Domates rendesi 1.5 su bardağı | Su 2.5 su bardağı,"1. Kusbasi dana etini tavada 6-7 dakika mühürleyin. || 2. Firigi ekleyip 2 dakika kavurun, domates rendesini ilave edin. || 3. Suyu döküp yemeği kısık ateşte 16-18 dakika pişirin. || 4. Firigi 5 dakika dinlendirip sıcak servis edin."
kaymakli-cevizli-pancar-tatlisi-mardin-usulu,Kaymaklı Cevizli Pancar Tatlısı,TATLI,tatlilar,tr,4,3,few-steps,Haşlanmış pancar 2 adet | Kaymak 0.5 su bardağı | Ceviz 0.5 su bardağı | Bal 2 yemek kaşığı,1. Haşlanmış pancari ince dilimleyip servis tabağına yerleştirin. || 2. Balı pancarin üstüne gezdirip cevizleri serpin. || 3. Kaymagi üstüne küçük parçalar halınde paylaştırın. || 4. Tatlıyı 15 dakika dinlendirip soğuk servis edin.
peynirli-arpa-sehriye-pilavi-bursa-ev-usulu,Bursa Peynirli Arpa Şehriye Pilavı,YEMEK,makarna-pilav,tr,3,3,few-steps,Arpa şehriye 1.5 su bardağı | Mihaliç peyniri 80 gr | Tereyağı 20 gr | Su 2.5 su bardağı,1. Şehriyeyi tereyağında 3 dakika kavurun. || 2. Suyu ekleyip 10 dakika pişirin. || 3. Peyniri karıştırıp servis edin.
nohutlu-harira-kase-fas-usulu,Nohutlu Harira Kase,CORBA,corbalar,ma,5,3,no-time,Haşlanmış nohut 2 su bardağı | Domates rendesi 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Domates rendesini tencerede 4-5 dakika koyulaştırın. || 2. Kimyonu ekleyip 15 saniye kokusunu açığa çıkarın. || 3. Suyu ve haşlanmış nohudu ilave ederek Çorbayı kaynatin. || 4. Harirayi kısık ateşte 15 dakika pişirip kaseye alın. || 5. Çorbayı sıcak halde servis edin.
zeytinli-labneli-kahvalti-ekmegi-fas-usulu,Zeytinli Labneli Kahvaltı Ekmeği,KAHVALTI,kahvaltiliklar,ma,5,3,no-time,Ekmek 4 dilim | Labne 150 gr | Zeytin 10 adet | Zeytinyağı 1 tatlı kaşığı,"1. Zeytinleri ince kıyın, labneyle karıştırın. || 2. Ekmek dilimlerini hafifçe kizartip yüzeylerine zeytinyağı sürün. || 3. Labneli karışımı ekmeklerin üzerine esit biçimde yayın. || 4. Kahvalti ekmeklerini bekletmeden servis edin. || 5. Kahvaltı ekmeklerini ılık halde sofraya çıkarın."
domatesli-mercimekli-cokertme-bilecik-usulu,Bilecik Domatesli Mercimekli Çökertme,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Yeşil mercimek 1 su bardağı | Domates 3 adet | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı | Su 2 su bardağı,1. Soğanı ve domatesi 6 dakika pişirin. || 2. Mercimek ve suyu ekleyin. || 3. Yemeği 15 dakika pişirip servis edin.
feslegenli-tavuklu-pirinc-tayland-usulu,Fesleğenli Tavuklu Pirinç,YEMEK,tavuk-yemekleri,th,5,3,no-time,Tavuk göğsü 500 gr | Pirinç 1.5 su bardağı | Fesleğen 0.5 demet | Su 3 su bardağı,"1. Tavuk göğsünü küçük doğrayıp tavada 5 dakika soteleyin. || 2. Pirinci ekleyip kısa süre kavurun, suyu ilave edin. || 3. Pilavı kısık ateşte 15 dakika pişirin. || 4. Feslegeni ocak kapaninca ekleyip 5 dakika dinlendirin. || 5. Pilavı sıcak halde servis edin."
mercimekli-domatesli-shorba-hindistan-usulu,Mercimekli Domatesli Shorba,CORBA,corbalar,in,5,3,no-time,Kırmızı mercimek 1 su bardağı | Domates rendesi 1.5 su bardağı | Kimyon 0.5 çay kaşığı | Su 5 su bardağı,1. Kırmızı mercimeği yıkayıp domates rendesi ve suyla tencereye alın. || 2. Kimyonu ekleyip Çorbayı orta ateşte kaynatin. || 3. Mercimekler 20 dakikada yumuşayınca kıvami karıştırın. || 4. Shorbayi sıcak halde servis edin. || 5. Shorbayı son kez karıştırıp sıcak servis edin.
somonlu-sebzeli-udon-tava-japon-usulu,Somonlu Sebzeli Udon Tava,YEMEK,et-yemekleri,jp,5,3,no-time,Udon eriştesi 300 gr | Somon fileto 350 gr | Soya sosu 2 yemek kaşığı | Kabak 1 adet,"1. Somonu iri küp doğrayın, kabağı ince yarim ay kesin. || 2. Somonu tavada 3 dakika mühürleyip kabağı ekleyin. || 3. Udon eriştesini ilave edip soya sosuyla birlikte karıştırın. || 4. Tavayi 3 dakika daha çevirip erişteyi sıcak servis edin. || 5. Udonu somon kurumadan bekletmeden servis edin."
kete-kirigi-tava-ardahan-usulu,Ardahan Kete Kırığı Tava,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Kete 300 gr | Süt 1 su bardağı | Tereyağı 25 gr | Karabiber 0.25 çay kaşığı,1. Keteyi iri parçalayın. || 2. Süt ve tereyağıyla tavaya alın. || 3. Karışımı 6 dakika ısıtıp servis edin.
erikli-nohut-yahnisi-malatya-bahce-usulu,Malatya Erikli Nohut Yahni,YEMEK,baklagil-yemekleri,tr,3,3,few-steps,Haşlanmış nohut 2 su bardağı | Yeşil erik 8 adet | Soğan 1 adet | Zeytinyağı 1 yemek kaşığı | Su 1.5 su bardağı,1. Soğanı yağda 4 dakika çevirin. || 2. Nohut ve suyu ekleyin. || 3. Erikleri katıp 12 dakika pişirin.
safranli-kaju-kheer-kup-hindistan-usulu,Safranlı Kaju Kheer Kup,TATLI,tatlilar,in,4,3,few-steps,Pirinç 0.5 su bardağı | Süt 3 su bardağı | Kaju 0.5 su bardağı | Safran 1 çimdik,"1. Pirinci yıkayıp sütle tencereye alın, safrani ekleyin. || 2. Karışımı kısık ateşte 20 dakika pişirip kajuyu katın. || 3. Kheer koyulaşınca kup bardaklara paylaştırın. || 4. Tatlıyı ılık ya da soğuk servis edin."
pestil-kavurmasi,Pestil Kavurması,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Dut pestili 250 gr | Tereyağı 50 gr | Ceviz 80 gr | Su 0.5 çay bardağı,1. Pestili küçük parçalara kesin. || 2. Tereyağı ve suyla tavaya alın. || 3. Ceviz ekleyip 8 dakika çevirin.
apple-tvorog-bake-rus-usulu,Rus Apple Tvorog Bake,TATLI,tatlilar,ru,3,3,few-steps,Elma 3 adet | Tvorog 300 gr | İrmik 0.5 su bardağı | Yumurta 2 adet | Toz şeker 0.5 su bardağı,"1. Tvorog, irmik, yumurta ve şekeri karıştırın. || 2. Elmaları dilimleyip harca ekleyin. || 3. 180°C fırında 30 dakika pişirip dilimleyin."
red-bean-soup-cin-tatli-usulu,Red Bean Soup,TATLI,tatlilar,cn,5,3,no-time,Kırmızı fasulye 1 su bardağı | Su 5 su bardağı | Şeker 0.5 su bardağı | Portakal kabuğu 1 şerit,1. Kırmızı fasulyeyi suyla tencereye alıp kaynatin. || 2. Portakal kabuğunu ekleyip fasulyeyi yumuşayana kadar pişirin. || 3. Şekeri katıp Çorbayı 10 dakika daha kaynatin. || 4. Tatli Çorbayı ılık ya da sıcak servis edin. || 5. Tatlı çorbayı ılık halde kaselere alıp servis edin.
sesame-noodles-cin-soguk-usulu,Sesame Noodles,YEMEK,makarna-pilav,cn,5,3,no-time,Erişte 300 gr | Tahin 2 yemek kaşığı | Soya sosu 2 yemek kaşığı | Susam yağı 1 yemek kaşığı | Salatalık 1 adet,"1. Erişteyi kaynar suda 8 dakika haşlayıp soğuk sudan geçirin. || 2. Tahin, soya sosu ve susam yağını ayrı kapta çırpın. || 3. Salatalığı ince jülyen doğrayın, erişteye ekleyin. || 4. Sosu erişteye yedirip yemeği soğuk servis edin. || 5. Susamlı erişteyi kısa süre dinlendirip soğuk servis edin."
tavuklu-mantarli-kesme-makarna-zonguldak-usulu,Tavuklu Mantarlı Kesme Makarna,YEMEK,et-yemekleri,tr,5,3,no-time,Kesme makarna 300 gr | Tavuk göğsü 400 gr | Mantar 250 gr | Su 3 su bardağı,1. Tavuk göğsünü ve mantarı küçük doğrayın. || 2. Tavugu tavada 5 dakika soteleyip mantari ekleyin. || 3. Kesme makarna ve suyu ilave edip yemeği pişirin. || 4. Makarna 12 dakikada yumuşayınca sıcak servis edin. || 5. Kesme makarnayı suyunu çekince bekletmeden servis edin.
galdirik-kavurmasi-ordu-usulu,Galdirik Kavurması,YEMEK,sebze-yemekleri,tr,3,3,few-steps,Galdirik otu 400 gr | Soğan 1 adet | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,1. Soğanı zeytinyağında 3 dakika çevirin. || 2. Galdirik ve sarımsağı ekleyin. || 3. Yemeği 6 dakika soteleyip servis edin.
gul-recelli-muhallebi-isparta-usulu,Gül Reçelli Muhallebi,TATLI,tatlilar,tr,4,3,few-steps,Süt 3 su bardağı | Mısır nişastası 3 yemek kaşığı | Şeker 0.5 su bardağı | Gül reçeli 4 yemek kaşığı,"1. Süt, mısır nişastası ve şekeri tencerede pürüzsüz karıştırın. || 2. Muhallebiyi 6-7 dakika koyulaşana kadar pişirin. || 3. Gül reçelini muhallebiye karıştırıp kup bardaklara alın. || 4. Muhallebiyi dolapta soğutup gül reçeliyle servis edin."
tarhanali-nohut-corbasi-kahramanmaras-usulu,Tarhanalı Nohut Çorbası,CORBA,corbalar,tr,5,3,no-time,Tarhana 4 yemek kaşığı | Haşlanmış nohut 1 su bardağı | Su 5 su bardağı | Nane 0.5 çay kaşığı | Tereyağı 1 yemek kaşığı,"1. Tarhanayı bir kasede az suyla açıp pürüzsüz kıvama getirin. || 2. Su ile nohudu tencerede kaynatın, açılan tarhanayı içine karıştırın. || 3. Çorbayı orta ateşte koyulaşana kadar 10 dakika pişirin. || 4. Tereyağında naneyi kısa süre çevirip kokusunu açın. || 5. Naneli yağı çorbaya gezdirin, 2 dakika daha ısıtıp servis edin."
narenciyeli-semizotu-salatasi-antalya-usulu,Narenciyeli Semizotu Salatası,SALATA,salatalar,tr,4,3,few-steps,Semizotu 1 demet | Portakal 1 adet | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,"1. Semizotunu ayiklayip kurulayin, portakali dilimleyin. || 2. Limon suyu ve zeytinyağıyla ferah bir sos hazırlayın. || 3. Semizotu ve portakali tabakta birlestirin. || 4. Sosu gezdirip salatayı hemen servis edin."
pan-con-tomate-yumurtali-tost-ispanyol-usulu,Pan Con Tomate Yumurtalı Tost,KAHVALTI,kahvaltiliklar,es,5,3,no-time,Ekmek 4 dilim | Domates rendesi 1 su bardağı | Yumurta 2 adet | Zeytinyağı 1 yemek kaşığı,1. Ekmek dilimlerini hafifçe kızartın. || 2. Domates rendesi ve zeytinyağını ekmeklerin üstüne yayın. || 3. Yumurtaları tavada pişirip tostların üstüne yerleştirin. || 4. Tostu bekletmeden sıcak servis edin. || 5. Tostu domates suyu çekmeden ılık servis edin.
crema-catalana-kavanozu-ispanyol-usulu,Crema Catalana Kavanozu,TATLI,tatlilar,es,5,3,no-time,Süt 3 su bardağı | Yumurta sarısı 3 adet | Şeker 0.5 su bardağı | Vanilya 1 çimdik,"1. Sütü ısıtın, şekerle yumurta sarisini ayrı çırpin. || 2. Ilık sütü sarılara azar azar ekleyip karıştırın. || 3. Karışımı kısık ateşte 6-8 dakika koyulaştırın. || 4. Kavanozlara paylaştırıp soğuk servis için bekletin. || 5. Kavanozu iyice soğutup tatlıyı servis edin."
tostones-yumurta-tabagi-kuba-usulu,Tostones Yumurta Tabağı,KAHVALTI,kahvaltiliklar,cu,5,3,no-time,Yeşil muz 2 adet | Yumurta 2 adet | Avokado 1 adet | Ayçiçek yağı 3 yemek kaşığı,"1. Yeşil muzları dilimleyip ayçiçek yağında ilk kez kızartın. || 2. Muz dilimlerini ezip yeniden yağda çıtırlaşana kadar kızartın. || 3. Yumurtaları tavada pişirin, avokadoyu dilimleyin. || 4. Tostones, yumurta ve avokadoyu tabakta birlikte servis edin. || 5. Tostones tabağını bekletmeden sıcak servis edin."
rajma-masala-hint-usulu,Rajma Masala,YEMEK,baklagil-yemekleri,in,3,3,few-steps,Haşlanmış barbunya 2 su bardağı | Domates püresi 1 su bardağı | Soğan 1 adet | Sarımsak 2 diş | Garam masala 1 çay kaşığı,1. Soğanı 5 dakika pişirin. || 2. Domates püresi ve baharatı ekleyin. || 3. Fasulyeyle birlikte 15 dakika kaynatın.
avokadolu-cancha-bowl-peru-usulu,Avokadolu Cancha Bowl,KAHVALTI,kahvaltiliklar,pe,3,3,few-steps,Cancha mısırı 1 su bardağı | Avokado 1 adet | Lime suyu 1 yemek kaşığı | Taze soğan 1 adet,1. Canchayı kısa süre tavada ısıtın. || 2. Avokadoyu doğrayın. || 3. Bowl içinde birleştirip servis edin.
labneli-zaatar-tost-orta-dogu-usulu,Labneli Zaatar Tost,KAHVALTI,kahvaltiliklar,me,5,3,no-time,Ekmek 4 dilim | Labne 0.75 su bardağı | Zaatar 2 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,1. Ekmek dilimlerini hafifçe kızartın. || 2. Labneyi ekmeklerin üstüne ince tabaka halınde sürün. || 3. Zaatarı serpip zeytinyağını ince akışla gezdirin. || 4. Tostu bekletmeden sıcak halde servis edin. || 5. Labneli tostları zatar kokusu tazeyken servis edin.
hamsili-patatesli-bulgur-pilavi-sinop-usulu,Hamsili Patatesli Bulgur Pilavı,YEMEK,makarna-pilav,tr,5,3,no-time,Hamsi fileto 250 gr | İnce bulgur 1.5 su bardağı | Patates 1 adet | Su 3 su bardağı,"1. Patatesi küçük küp doğrayın ve kısa süre suda bekletip süzün. || 2. Bulgur ile suyu tencereye alın, patatesi de ekleyip kaynatın. || 3. Karışımı kısık ateşte 8 dakika pişirin. || 4. Hamsi filetolarını üstüne yerleştirip 8-10 dakika daha pişirin. || 5. Pilavı 5 dakika dinlendirip sıcak servis edin."
kolot-peynirli-kavrulmus-domates-tostu-rize-usulu,Kolot Peynirli Kavrulmuş Domates Tostu,KAHVALTI,kahvaltiliklar,tr,3,3,few-steps,Köy ekmeği 4 dilim | Kolot peyniri 160 gr | Domates 2 adet | Tereyağı 1 yemek kaşığı,1. Domatesleri doğrayıp tavada 4 dakika çevirin. || 2. Ekmeği hafif kızartın. || 3. Peyniri ekleyip 4 dakika daha pişirin.
